iter	MAE
313	0.2524280499
314	0.2524159536
315	0.2524040863
316	0.2523923774
317	0.2523792936
318	0.2523681301
319	0.2523557728
320	0.252338387
321	0.2523228739
322	0.2523125992
323	0.2522444136
324	0.2522285482
325	0.2521174344
326	0.2521025001
327	0.252047098
328	0.2520380733
329	0.2520125644
330	0.2520039389
331	0.2519897736
332	0.2519566235
333	0.2519485279
334	0.2519348899
335	0.2519268256
336	0.2518694522
337	0.2518550572
338	0.2518266587
339	0.2518090248
340	0.2516988087
341	0.2516353038
342	0.2515573048
343	0.2515507074
344	0.2515211005
345	0.2515148231
346	0.2514871114
347	0.2514719788
348	0.2514598347
349	0.2514401579
350	0.2514293721
351	0.2514196276
352	0.2514142561
353	0.2514087557
354	0.2514035976
355	0.2513574868
356	0.2513524824
357	0.2513402387
358	0.2513354807
359	0.251292455
360	0.2512877578
361	0.2512778187
362	0.2512655376
363	0.251261237
364	0.2512406888
365	0.2512365588
366	0.2512325104
367	0.2512285431
368	0.2512051588
369	0.2511274304
370	0.2511237268
371	0.2511200556
372	0.251097142
373	0.2510936656
374	0.2510840262
375	0.2510147137
376	0.2510074084
377	0.2509816504
378	0.2509782792
379	0.2509752338
380	0.2508869077
381	0.2508837746
382	0.2508753644
383	0.2508517667
384	0.2508517637
385	0.2507966431
386	0.2507841358
387	0.2507444811
388	0.250704919
389	0.2506898425
390	0.2506866294
391	0.2506840308
392	0.2506816889
393	0.2506251132
394	0.2506000636
395	0.2505965898
396	0.2505781916
397	0.2505490549
398	0.2505392694
399	0.2505373004
400	0.2505346517
401	0.250519678
402	0.2505178395
403	0.2504735849
404	0.2504661755
405	0.2504610305
406	0.2504566675
407	0.2504334492
408	0.2503003232
409	0.250298108
410	0.2502963991
411	0.2502335314
412	0.2502283638
413	0.2502051083
414	0.2501987217
415	0.2501905213
416	0.2500895679
417	0.250056417
418	0.2500551162
419	0.2499907536
420	0.2499891996
421	0.2499152763
422	0.2499140839
423	0.2498714344
424	0.2498645071
425	0.2498627182
426	0.2498041426
427	0.2498011146
428	0.2497899483
429	0.2497495259
430	0.2495773188
431	0.2495177453
432	0.2495110455
433	0.2494401785
434	0.2494196674
435	0.2493625659
436	0.2492818291
437	0.2491384627
438	0.2491376271
439	0.2489663185
440	0.2489240446
441	0.24882672
442	0.248802474
443	0.2488007091
444	0.2487058504
445	0.2486564648
446	0.2484472515
447	0.2483636832
448	0.2482462107
449	0.2480764453
450	0.2480462298
451	0.2480205366
452	0.2479966123
453	0.2477976232
454	0.2476926706
455	0.2474836767
456	0.2474431741
457	0.2473441711
458	0.2470970103
459	0.246818063
460	0.2467354965
461	0.2466699252
462	0.2464439399
463	0.246339078
464	0.2462415327
465	0.2460952274
466	0.2459801481
467	0.2459742376
468	0.2459131791
469	0.2457776378
470	0.2457274314
471	0.2456340257
472	0.2454913328
473	0.2453960058
474	0.2453542175
475	0.2452644942
476	0.245227649
477	0.2450543621
478	0.2449049816
479	0.24489945
480	0.2448991346
481	0.244696812
482	0.2445116734
483	0.2444604256
484	0.2443246863
485	0.2442214477
486	0.2441815258
487	0.244114407
488	0.2439071769
489	0.2438271693
490	0.2437709576
491	0.2436304664
492	0.2435504117
493	0.2434550589
494	0.2432734857
495	0.2432117849
496	0.2431162114
497	0.2429757431
498	0.2428704601
499	0.2427462852
500	0.2426346635
501	0.2423636004
502	0.2422341983
503	0.2420676823
504	0.241930408
505	0.2417443347
506	0.2416146761
507	0.2414769737
508	0.2413859278
509	0.241312364
510	0.2412525727
511	0.2411315059
512	0.2409928342
513	0.2409226378
514	0.2407938616
515	0.2406652557
516	0.2405086909
517	0.2403352238
518	0.2401473464
519	0.2399748362
520	0.2398427674
521	0.2397691197
522	0.2395704967
523	0.2394259331
524	0.2392677966
525	0.2391663
526	0.2390594255
527	0.2390035836
528	0.2388954768
529	0.2387569683
530	0.2386748573
531	0.2385815865
532	0.2384946216
533	0.2383444053
534	0.238267133
535	0.2379962526
536	0.2378785108
537	0.2377457706
538	0.2376144842
539	0.2374210803
540	0.2373608652
541	0.2372303681
542	0.2371412417
543	0.2369269922
544	0.2367930453
545	0.2366476104
546	0.236554313
547	0.2364662137
548	0.2363636903
549	0.2361734904
550	0.2360114396
551	0.2358373189
552	0.2357696452
553	0.2356499026
554	0.2356155867
555	0.235420295
556	0.2352208317
557	0.2351068739
558	0.2350556702
559	0.2349819709
560	0.2348735643
561	0.2347610899
562	0.2346888338
563	0.2346281674
564	0.2345017306
565	0.2343756976
566	0.2342361682
567	0.2341151748
568	0.2339319489
569	0.2338320396
570	0.2336917495
571	0.2336347606
572	0.2335784595
573	0.2335176006
574	0.2333580425
575	0.2332616926
576	0.2331532218
577	0.2330861852
578	0.2330207805
579	0.2328882091
580	0.232815284
581	0.2327237811
582	0.2325499473
583	0.2324685207
584	0.2323584355
585	0.2323201222
586	0.2322700107
587	0.2321674323
588	0.2321261065
589	0.2320593444
590	0.2319971695
591	0.2318495433
592	0.2317651688
593	0.2316987643
594	0.2316601418
595	0.2315158458
596	0.2314788412
597	0.2313725986
598	0.2312592408
599	0.2312115791
600	0.2311312109
601	0.2310536152
602	0.2309996524
603	0.230830399
604	0.2307932704
605	0.2307554697
606	0.230684922
607	0.230529158
608	0.2304199417
609	0.230353085
610	0.2303123173
611	0.2301821553
612	0.2301309545
613	0.2300899901
614	0.2299770338
615	0.229886661
616	0.2298078544
617	0.229699314
618	0.2296096327
619	0.2295067531
620	0.2294614512
621	0.2293650126
622	0.2292961024
623	0.2292339012
624	0.2291573091
625	0.2291097204
626	0.2290396455
627	0.2289839512
628	0.2289428735
629	0.2288315326
630	0.228723598
631	0.2286370188
632	0.2285561364
633	0.2284450651
634	0.2283827677
635	0.2282866067
636	0.2281890336
637	0.2281392245
638	0.2280678468
639	0.2280288948
640	0.2279597461
641	0.2278853201
642	0.2278118272
643	0.2277671457
644	0.2276483169
645	0.227607984
646	0.2275542261
647	0.2275072112
648	0.2273650457
649	0.227327206
650	0.2272934172
651	0.227233383
652	0.2271253586
653	0.227080575
654	0.2270133729
655	0.2269420059
656	0.2268594173
657	0.2268155657
658	0.2266413441
659	0.2265654202
660	0.2265223121
661	0.2264859176
662	0.2264089277
663	0.2263505126
664	0.2262864504
665	0.2262080282
666	0.2261092999
667	0.2260445542
668	0.2259685589
669	0.2259057993
670	0.2258416932
671	0.2257397975
672	0.2256903879
673	0.2256609115
674	0.2255493343
675	0.225490387
676	0.2253948427
677	0.225326145
678	0.22528981
679	0.225207548
680	0.2251587434
681	0.2251089307
682	0.2250539088
683	0.2249897561
684	0.2249147574
685	0.2248545976
686	0.2247921537
687	0.2247470242
688	0.2246613829
689	0.2245442936
690	0.2245127592
691	0.2244583903
692	0.2242897096
693	0.2242574198
694	0.2242061875
695	0.2241538623
696	0.2240636984
697	0.2240030487
698	0.2239353827
699	0.2239012788
700	0.2238782708
701	0.223776903
702	0.2236938806
703	0.2236670618
704	0.2236235397
705	0.2235514433
706	0.2235208505
707	0.223491699
708	0.2233531447
709	0.2232618539
710	0.2231234055
711	0.2230752721
712	0.2229933678
713	0.2229291025
714	0.2228898174
715	0.2227848824
716	0.2227183091
717	0.2226703168
718	0.2226232703
719	0.2225691024
720	0.2224758004
721	0.2224245428
722	0.2222933293
723	0.2221868635
724	0.2220472071
725	0.2220261298
726	0.221968408
727	0.2218780448
728	0.2218264946
729	0.2217481881
730	0.221720274
731	0.2216733937
732	0.2216367148
733	0.2214760414
734	0.2213919093
735	0.2212701601
736	0.2211930603
737	0.221119235
738	0.2210588199
739	0.2210107734
740	0.2209608289
741	0.2209021971
742	0.2207983334
743	0.2207630023
744	0.2206923095
745	0.2206277065
746	0.2204897799
747	0.2204501769
748	0.2203127072
749	0.220295696
750	0.2202705577
751	0.2202453688
752	0.2201369109
753	0.2201062424
754	0.2200438769
755	0.2199774413
756	0.2198926245
757	0.2197755782
758	0.2196744557
759	0.2195700864
760	0.2194168825
761	0.219313843
762	0.2191371092
763	0.2191084803
764	0.2190719848
765	0.2190221875
766	0.2188954695
767	0.2188566821
768	0.2188109862
769	0.2186969505
770	0.2186286811
771	0.2185675607
772	0.2184468401
773	0.2184122167
774	0.2184032447
775	0.2183827711
776	0.218355071
777	0.2183449014
778	0.2182778479
779	0.2181339499
780	0.2180626164
781	0.2180174973
782	0.2178564606
783	0.2176040181
784	0.2175464354
785	0.2174876177
786	0.2174512368
787	0.2173756823
788	0.217281546
789	0.2171752487
790	0.2170260381
791	0.2169109982
792	0.2168189688
793	0.2167055432
794	0.2166704644
795	0.2164611758
796	0.2161957775
797	0.2161153793
798	0.2159946527
799	0.2159266212
800	0.2157841905
801	0.2155111214
802	0.2154852759
803	0.2153464832
804	0.21525583
805	0.2151220494
806	0.215066789
807	0.2150481858
808	0.2148589532
809	0.2147240779
810	0.2146927786
811	0.2146442338
812	0.2145090445
813	0.2144478799
814	0.214415546
815	0.2143058287
816	0.2142592922
817	0.2141894189
818	0.2141712674
819	0.2140385096
820	0.2139075044
821	0.2138821372
822	0.2137812777
823	0.2136891204
824	0.2135621006
825	0.213529628
826	0.2134589698
827	0.213400677
828	0.2133537076
829	0.2132898913
830	0.213264276
831	0.2131549224
832	0.2130106647
833	0.2129079241
834	0.2127993507
835	0.2127461587
836	0.2127078367
837	0.2126521516
838	0.212628326
839	0.2125292315
840	0.2124980902
841	0.2124333135
842	0.2123800986
843	0.2122977437
844	0.2122100468
845	0.2121086161
846	0.2120041083
847	0.2119088997
848	0.2118835553
849	0.2117202446
850	0.2116287965
851	0.2115789405
852	0.2115165357
853	0.211455855
854	0.2114355162
855	0.2113674596
856	0.2112555588
857	0.2111877553
858	0.2111067891
859	0.2110053312
860	0.2109683258
861	0.2109106093
862	0.210873469
863	0.2108217694
864	0.21076364
865	0.2106989894
866	0.2106252489
867	0.210547974
868	0.2105226667
869	0.2104720464
870	0.2103921206
871	0.2102882537
872	0.2101622003
873	0.2101523954
874	0.210093489
875	0.2100607431
876	0.2100116432
877	0.209997772
878	0.2099864036
879	0.2099422302
880	0.2098752541
881	0.2097558973
882	0.2096128778
883	0.2094997449
884	0.2094359864
885	0.2093507886
886	0.2091992475
887	0.2091267585
888	0.2090764143
889	0.2090438685
890	0.2089919881
891	0.2089567545
892	0.2089022788
893	0.20877862
894	0.2087244089
895	0.2086407501
896	0.2085884342
897	0.2085325521
898	0.208512964
899	0.2084511412
900	0.20842708
901	0.2083382733
902	0.2082791776
903	0.2082041076
904	0.2081758585
905	0.2081539795
906	0.2080995352
907	0.2080607133
908	0.2079941826
909	0.2079357819
910	0.2078496139
911	0.2078154339
912	0.2077673665
913	0.2077107956
914	0.2076286099
915	0.2075719145
916	0.2075160449
917	0.2074659482
918	0.2073976891
919	0.2072559516
920	0.2071955227
921	0.2070575555
922	0.2069867654
923	0.2068836926
924	0.2067900121
925	0.2067429967
926	0.2066935153
927	0.2066289242
928	0.2065897454
929	0.2065477528
930	0.2065191482
931	0.2064911659
932	0.2064682181
933	0.2064184058
934	0.2064006159
935	0.2063914739
936	0.206345353
937	0.2062838498
938	0.2062338724
939	0.2060915975
940	0.2060424745
941	0.2060223699
942	0.2059676369
943	0.2059095053
944	0.2058792848
945	0.2058477457
946	0.2058046871
947	0.2057854654
948	0.2057561079
949	0.2057226165
950	0.2056887725
951	0.2056760457
952	0.2056383764
953	0.2055932762
954	0.2054200555
955	0.2053959236
956	0.2053441421
957	0.2052978246
958	0.2051651159
959	0.2051383001
960	0.2051038001
961	0.2050294646
962	0.2049995532
963	0.2049569249
964	0.2049385375
965	0.2048521152
966	0.2048307003
967	0.2047540622
968	0.2046545226
969	0.204574497
970	0.2045341349
971	0.2044862259
972	0.2044529305
973	0.2044393079
974	0.2043225105
975	0.2042518733
976	0.2040723887
977	0.2038571422
978	0.203734032
979	0.2036958023
980	0.2036345201
981	0.2036025686
982	0.2034192583
983	0.2032838384
984	0.2032492446
985	0.2032210914
986	0.2031249891
987	0.2030627306
988	0.202924584
989	0.2028742991
990	0.2028108598
991	0.2027632429
992	0.2026040364
993	0.2025493365
994	0.2024505311
995	0.2023632285
996	0.2023280399
997	0.2021993635
998	0.2021398544
999	0.2020581513
1000	0.201963402
1001	0.2019223545
1002	0.2018389046
1003	0.2017480613
1004	0.2016732521
1005	0.2016370897
1006	0.2015453177
1007	0.2013813485
1008	0.2012994275
1009	0.2012458594
1010	0.201186989
1011	0.2011451418
1012	0.2010884051
1013	0.2010507187
1014	0.2010046127
1015	0.2009150371
1016	0.2008943382
1017	0.2008305617
1018	0.2006855167
1019	0.2006071826
1020	0.2005787935
1021	0.2005551522
1022	0.2003709044
1023	0.2003089744
1024	0.2002444127
1025	0.2001972693
1026	0.2001637902
1027	0.2001233399
1028	0.2001060517
1029	0.2000368572
1030	0.1999926373
1031	0.1999183852
1032	0.1998394183
1033	0.1996928139
1034	0.1996380311
1035	0.1995941928
1036	0.1995493541
1037	0.1995217093
1038	0.1994925024
1039	0.1994467959
1040	0.199340379
1041	0.1992745662
1042	0.1992319217
1043	0.199131149
1044	0.1991055776
1045	0.1989821228
1046	0.1988944303
1047	0.1988317566
1048	0.1988171266
1049	0.1987911369
1050	0.1987229184
1051	0.1986668946
1052	0.1986158625
1053	0.1985531909
1054	0.1984496295
1055	0.1984112487
1056	0.1982934303
1057	0.1982453107
1058	0.1981679114
1059	0.1981495786
1060	0.1980374489
1061	0.197922048
1062	0.1977951895
1063	0.1976791507
1064	0.1975980065
1065	0.1975839387
1066	0.1974954957
1067	0.197466988
1068	0.1973869801
1069	0.1973153384
1070	0.1972537594
1071	0.1972244044
1072	0.1971647609
1073	0.1970347772
1074	0.196890289
1075	0.196852805
1076	0.1967550051
1077	0.1967444935
1078	0.1966939149
1079	0.1965480153
1080	0.1964504286
1081	0.1963867291
1082	0.1963031305
1083	0.1962650412
1084	0.196221491
1085	0.1961827346
1086	0.1960964404
1087	0.1959718609
1088	0.1959044438
1089	0.1957741774
1090	0.1957182857
1091	0.1956459892
1092	0.1955468088
1093	0.1954689809
1094	0.1954129087
1095	0.1953501066
1096	0.1953119765
1097	0.1952238059
1098	0.1951747208
1099	0.195024997
1100	0.1948441405
1101	0.1948054924
1102	0.1947330927
1103	0.1946910844
1104	0.1945459789
1105	0.1942256724
1106	0.1941598678
1107	0.1940327709
1108	0.193943433
1109	0.1938840468
1110	0.1937588801
1111	0.1937295625
1112	0.1936986316
1113	0.1936421731
1114	0.1936186582
1115	0.1935466175
1116	0.1935004305
1117	0.1934735214
1118	0.1934257807
1119	0.19327097
1120	0.1932480353
1121	0.1932066334
1122	0.1931247529
1123	0.1930987485
1124	0.1930481259
1125	0.1930292895
1126	0.1929786521
1127	0.1928762609
1128	0.1928254216
1129	0.1927666781
1130	0.1927236164
1131	0.1925458621
1132	0.1923526822
1133	0.192300587
1134	0.1922255711
1135	0.1921457641
1136	0.1920449639
1137	0.1919531196
1138	0.1917876104
1139	0.1917448502
1140	0.191650183
1141	0.191489341
1142	0.1914441992
1143	0.1913800415
1144	0.1913360488
1145	0.1913082481
1146	0.1912608385
1147	0.1911996416
1148	0.1911238163
1149	0.1910680677
1150	0.1910449334
1151	0.1909528144
1152	0.1908886224
1153	0.1908436517
1154	0.1907708479
1155	0.1906274762
1156	0.1906090051
1157	0.1904416808
1158	0.1903635568
1159	0.1902277078
1160	0.190186928
1161	0.1899646959
1162	0.189917152
1163	0.1898924189
1164	0.1898104127
1165	0.1897622412
1166	0.1897023641
1167	0.1895844257
1168	0.1895583311
1169	0.1894187092
1170	0.1894073962
1171	0.1893534758
1172	0.1891740493
1173	0.1891166156
1174	0.1890625849
1175	0.18899104
1176	0.1888407648
1177	0.1887941226
1178	0.1886834328
1179	0.1886527533
1180	0.1886304132
1181	0.1885590267
1182	0.1884034507
1183	0.1883663748
1184	0.1882469271
1185	0.1882308944
1186	0.1881013949
1187	0.1879861575
1188	0.1879659209
1189	0.1878056427
1190	0.1877642256
1191	0.1877237293
1192	0.1876311269
1193	0.1875960226
1194	0.187532159
1195	0.1874301326
1196	0.1873573456
1197	0.187299047
1198	0.1871682319
1199	0.1870885116
1200	0.187013336
1201	0.1869003437
1202	0.1868630046
1203	0.1867794757
1204	0.1866386976
1205	0.1866051354
1206	0.1865316821
1207	0.1863602425
1208	0.1861735165
1209	0.186087071
1210	0.1860302747
1211	0.1859842777
1212	0.1859325577
1213	0.1858441588
1214	0.1856852243
1215	0.1856465068
1216	0.1856228299
1217	0.1854926362
1218	0.1854332454
1219	0.1853488556
1220	0.185250085
1221	0.1851659333
1222	0.1851520127
1223	0.1850650253
1224	0.1850011006
1225	0.1849954132
1226	0.18495704
1227	0.184849138
1228	0.1848082901
1229	0.1847435053
1230	0.1846274142
1231	0.1845448441
1232	0.1844834388
1233	0.1844409483
1234	0.184410804
1235	0.1843478299
1236	0.1842301145
1237	0.1841393747
1238	0.1840979061
1239	0.1840817361
1240	0.1840074442
1241	0.1839510951
1242	0.1838300286
1243	0.183773826
1244	0.1836154236
1245	0.1835169959
1246	0.1832747399
1247	0.1831863893
1248	0.1831059055
1249	0.1830182237
1250	0.1828827473
1251	0.182766281
1252	0.1826876778
1253	0.1826496314
1254	0.1825941879
1255	0.1825577238
1256	0.1825162036
1257	0.1824415693
1258	0.1823885278
1259	0.1822903605
1260	0.1822029005
1261	0.1821396921
1262	0.1820948429
1263	0.1820712788
1264	0.1820323045
1265	0.1819187564
1266	0.181866932
1267	0.1817613639
1268	0.1817339966
1269	0.1816907847
1270	0.1815796154
1271	0.1815580685
1272	0.181499173
1273	0.1814455293
1274	0.1813470487
1275	0.1813230577
1276	0.1812649344
1277	0.1811746955
1278	0.1811543307
1279	0.1809564248
1280	0.1808972068
1281	0.1808332829
1282	0.1807865029
1283	0.1807168763
1284	0.1805902748
1285	0.1805264298
1286	0.1804051541
1287	0.1803505427
1288	0.1802745832
1289	0.1802379883
1290	0.1801978682
1291	0.1801839255
1292	0.1800898568
1293	0.1800585159
1294	0.1800352734
1295	0.1800016157
1296	0.179963691
1297	0.1799413581
1298	0.1798876632
1299	0.1798373414
1300	0.1797694208
1301	0.179695888
1302	0.1796463007
1303	0.1796132767
1304	0.1795577472
1305	0.1794561676
1306	0.1793350061
1307	0.1793018484
1308	0.1792827554
1309	0.1791958069
1310	0.1791157878
1311	0.1790778152
1312	0.1790513723
1313	0.1790108851
1314	0.1789907153
1315	0.1789408696
1316	0.1789211091
1317	0.1788863431
1318	0.1788220404
1319	0.1787749728
1320	0.1787457573
1321	0.1787103136
1322	0.1786449048
1323	0.1785772514
1324	0.1785114757
1325	0.1784895353
1326	0.1784702703
1327	0.1784032948
1328	0.1782255391
1329	0.1781576297
1330	0.1780744607
1331	0.1780468445
1332	0.1779799797
1333	0.1779254228
1334	0.1778993528
1335	0.1778660629
1336	0.177847186
1337	0.177805294
1338	0.1777914594
1339	0.177718551
1340	0.1776738981
1341	0.1775928295
1342	0.1775475086
1343	0.1774868687
1344	0.1774434653
1345	0.1774295286
1346	0.1773168925
1347	0.1772890119
1348	0.177265242
1349	0.1771765108
1350	0.177142818
1351	0.1771146611
1352	0.1770323262
1353	0.177009132
1354	0.1769933506
1355	0.1769341737
1356	0.1768961151
1357	0.1768592311
1358	0.1767895
1359	0.176684849
1360	0.1765492254
1361	0.1764926367
1362	0.1764614896
1363	0.1764180534
1364	0.1763964713
1365	0.1763493719
1366	0.1762901922
1367	0.1762796683
1368	0.1762340923
1369	0.1761833373
1370	0.1761293257
1371	0.1760812023
1372	0.1760538186
1373	0.175988977
1374	0.1759700898
1375	0.1759083865
1376	0.1758127767
1377	0.175720803
1378	0.175613306
1379	0.1755967178
1380	0.1755748593
1381	0.1755442688
1382	0.17538115
1383	0.1753489465
1384	0.175227557
1385	0.1751450704
1386	0.1751139561
1387	0.1750943023
1388	0.1750822483
1389	0.1750734911
1390	0.1750329399
1391	0.1749205281
1392	0.1748628923
1393	0.1748058581
1394	0.1747726251
1395	0.1747318427
1396	0.1746991802
1397	0.1746743518
1398	0.1746078182
1399	0.1744490431
1400	0.1744250748
1401	0.1743597241
1402	0.1742787092
1403	0.1742697567
1404	0.1742302583
1405	0.1741768414
1406	0.1740674208
1407	0.1739484362
1408	0.1738664965
1409	0.1738295245
1410	0.1737672095
1411	0.1736740865
1412	0.1736323708
1413	0.1735884029
1414	0.1735569657
1415	0.1735268147
1416	0.1734705263
1417	0.1734337378
1418	0.1734149037
1419	0.1733821753
1420	0.173356464
1421	0.1733102564
1422	0.1731870251
1423	0.1730719216
1424	0.1729680123
1425	0.1729252195
1426	0.1728630313
1427	0.1727673419
1428	0.1727044973
1429	0.1726743307
1430	0.1726372594
1431	0.1726071448
1432	0.1725830121
1433	0.1725581582
1434	0.172533662
1435	0.1725200892
1436	0.1724072221
1437	0.1723896537
1438	0.1723329324
1439	0.17230248
1440	0.1722806903
1441	0.1721682244
1442	0.1721453015
1443	0.1720634392
1444	0.1719864553
1445	0.1719571411
1446	0.1718756008
1447	0.171810097
1448	0.1717291764
1449	0.1716925256
1450	0.1716380399
1451	0.1716096395
1452	0.1715715533
1453	0.1715134557
1454	0.1714832806
1455	0.1713762954
1456	0.1713460528
1457	0.1713076817
1458	0.1712763538
1459	0.1712369076
1460	0.1711943589
1461	0.1711619167
1462	0.1711443416
1463	0.1711263188
1464	0.1711049464
1465	0.171078451
1466	0.1710239355
1467	0.1710137084
1468	0.170950495
1469	0.1709214057
1470	0.1709099097
1471	0.1708310617
1472	0.170785048
1473	0.1707572244
1474	0.1707356084
1475	0.1707050955
1476	0.1706900809
1477	0.1706723876
1478	0.1706467038
1479	0.1706096966
1480	0.1705846324
1481	0.1705142979
1482	0.1703603598
1483	0.1703197437
1484	0.170249294
1485	0.1702111084
1486	0.1701132677
1487	0.1700731367
1488	0.1700386577
1489	0.1699955039
1490	0.1699887614
1491	0.1699584071
1492	0.1699081981
1493	0.1698706058
1494	0.1698130494
1495	0.1697800197
1496	0.1697677669
1497	0.1697055765
1498	0.1696678757
1499	0.1696196029
1500	0.1695908698
1501	0.1695657902
1502	0.1694613014
1503	0.1694369368
1504	0.1694206249
1505	0.1692832666
1506	0.1691775945
1507	0.169133695
1508	0.1691107197
1509	0.1690848262
1510	0.1690352489
1511	0.1690195005
1512	0.16898784
