iter	MAE
1513	0.168961042
1514	0.1688880583
1515	0.1687830357
1516	0.1687665113
1517	0.168741241
1518	0.1686962961
1519	0.1685598569
1520	0.168465581
1521	0.168444075
1522	0.168366118
1523	0.1683548218
1524	0.168328384
1525	0.1683141085
1526	0.1682810101
1527	0.1682504543
1528	0.1681980281
1529	0.1681032518
1530	0.1680567823
