Unnamed: 0,Unnamed: 1,Prices are per MBF or 1000 board feet,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Grade,ItemDescription,TransactionDate,West,Central,East,SortID
#3,2x12 #3,2025-02-07,260,250,270,11
#3,2x12 #3,2025-02-14,260,255,270,11
#3,2x12 #3,2025-02-21,265,255,280,11
#3,2x12 #3,2025-02-28,270,265,285,11
#3,2x12 #3,2025-03-07,275,270,290,11
#3,2x12 #3,2025-03-14,285,275,300,11
#3,2x12 #3,2025-03-21,295,275,305,11
#3,2x12 #3,2025-03-28,305,275,305,11
#3,2x12 #3,2025-04-04,310,280,305,11
#3,2x12 #3,2025-04-11,315,285,310,11
#3,2x12 #3,2025-04-18,320,295,315,11
#3,2x12 #3,2025-04-25,320,295,315,11
#3,2x12 #3,2025-05-02,320,300,315,11
#3,2x12 #3,2025-05-09,315,295,310,11
#3,2x12 #3,2025-05-16,310,290,305,11
#3,2x12 #3,2025-05-23,295,290,300,11
#3,2x12 #3,2025-05-30,280,285,295,11
#3,2x12 #3,2025-06-06,270,275,290,11
#3,2x12 #3,2025-06-13,260,275,290,11
#3,2x12 #3,2025-06-19,240,270,285,11
#3,2x12 #3,2025-06-27,237,265,275,11
#3,2x12 #3,2025-07-03,237,260,265,11
#3,2x12 #3,2025-07-11,240,255,265,11
#3,2x12 #3,2025-07-18,240,250,260,11
#3,2x12 #3,2025-07-25,240,250,260,11
#3,2x12 #3,2025-08-01,240,250,260,11
#3,2x12 #3,2025-08-08,240,250,255,11
#3,2x12 #3,2025-08-15,243,245,255,11
#3,2x12 #3,2025-08-22,240,235,255,11
#3,2x12 #3,2025-08-29,230,235,255,11
#3,2x12 #3,2025-09-05,225,230,255,11
#3,2x12 #3,2025-09-12,225,230,255,11
#3,2x12 #3,2025-09-19,225,230,255,11
#3,2x12 #3,2025-09-26,225,230,255,11
#3,2x12 #3,2025-10-03,225,225,255,11
#3,2x12 #3,2025-10-10,225,220,255,11
#3,2x12 #3,2025-10-17,225,220,255,11
#3,2x6 #3,2024-01-12,200,200,200,8
#3,2x6 #3,2024-01-18,200,200,205,8
#3,2x6 #3,2024-01-25,200,200,205,8
#3,2x6 #3,2024-02-08,200,200,210,8
#3,2x6 #3,2024-02-15,205,205,215,8
#3,2x6 #3,2024-02-22,210,210,215,8
#3,2x6 #3,2024-02-29,220,215,215,8
#3,2x6 #3,2024-03-07,230,215,230,8
#3,2x6 #3,2024-03-14,230,220,235,8
#3,2x6 #3,2024-03-21,235,220,240,8
#3,2x6 #3,2024-03-28,235,220,240,8
#3,2x6 #3,2024-04-04,230,225,240,8
#3,2x6 #3,2024-04-11,220,225,245,8
#3,2x6 #3,2024-04-18,220,225,245,8
#3,2x6 #3,2024-04-25,220,225,250,8
#3,2x6 #3,2024-05-02,220,225,250,8
#3,2x6 #3,2024-05-09,220,225,250,8
#3,2x6 #3,2024-05-16,225,225,250,8
#3,2x6 #3,2024-05-30,230,225,255,8
#3,2x6 #3,2024-06-06,230,225,260,8
#3,2x6 #3,2024-06-13,230,225,260,8
#3,2x6 #3,2024-06-20,230,220,255,8
#3,2x6 #3,2024-06-27,225,205,245,8
#3,2x6 #3,2024-07-04,225,200,230,8
#3,2x6 #3,2024-07-11,225,200,220,8
#3,2x6 #3,2024-07-18,225,205,225,8
#3,2x6 #3,2024-07-25,225,205,225,8
#3,2x6 #3,2024-08-01,225,205,230,8
#3,2x6 #3,2024-08-08,225,205,230,8
#3,2x6 #3,2024-08-15,225,205,230,8
#3,2x6 #3,2024-08-22,225,205,230,8
#3,2x6 #3,2024-08-29,225,205,230,8
#3,2x6 #3,2024-09-05,230,205,230,8
#3,2x6 #3,2024-09-12,230,205,230,8
#3,2x6 #3,2024-09-20,230,205,230,8
#3,2x6 #3,2024-09-27,235,210,240,8
#3,2x6 #3,2024-10-04,245,215,250,8
#3,2x6 #3,2024-10-11,255,225,265,8
#3,2x6 #3,2024-10-18,265,240,280,8
#3,2x6 #3,2024-10-25,275,250,295,8
#3,2x6 #3,2024-11-01,280,260,305,8
#3,2x6 #3,2024-11-08,285,260,310,8
#3,2x6 #3,2024-11-15,280,260,315,8
#3,2x6 #3,2024-11-22,275,255,310,8
#3,2x6 #3,2024-11-27,270,255,310,8
#3,2x6 #3,2024-12-06,270,255,310,8
#3,2x6 #3,2024-12-13,270,255,310,8
#3,2x6 #3,2024-12-20,270,260,315,8
#3,2x6 #3,2025-01-03,280,265,320,8
#3,2x6 #3,2025-01-10,285,270,325,8
#3,2x6 #3,2025-01-17,290,280,330,8
#3,2x6 #3,2025-01-24,290,285,335,8
#3,2x6 #3,2025-01-31,295,285,345,8
#3,2x6 #3,2025-02-07,305,295,355,8
#3,2x6 #3,2025-02-14,315,310,365,8
#3,2x6 #3,2025-02-21,325,320,365,8
#3,2x6 #3,2025-02-28,335,335,370,8
#3,2x6 #3,2025-03-07,340,340,380,8
#3,2x6 #3,2025-03-14,350,340,380,8
#3,2x6 #3,2025-03-21,360,340,380,8
#3,2x6 #3,2025-03-28,360,340,360,8
#3,2x6 #3,2025-04-04,365,330,350,8
#3,2x6 #3,2025-04-11,365,335,350,8
#3,2x6 #3,2025-04-18,365,330,340,8
#3,2x6 #3,2025-04-25,350,330,335,8
#3,2x6 #3,2025-05-02,340,320,330,8
#3,2x6 #3,2025-05-09,330,300,315,8
#3,2x6 #3,2025-05-16,305,280,295,8
#3,2x6 #3,2025-05-23,275,260,280,8
#3,2x6 #3,2025-05-30,250,245,265,8
#3,2x6 #3,2025-06-06,230,230,245,8
#3,2x6 #3,2025-06-13,215,225,245,8
#3,2x6 #3,2025-06-19,210,220,230,8
#3,2x6 #3,2025-06-27,212,210,220,8
#3,2x6 #3,2025-07-03,212,210,220,8
#3,2x6 #3,2025-07-11,216,210,225,8
#3,2x6 #3,2025-07-18,216,205,225,8
#3,2x6 #3,2025-07-25,213,205,230,8
#3,2x6 #3,2025-08-01,220,205,230,8
#3,2x6 #3,2025-08-08,220,200,230,8
#3,2x6 #3,2025-08-15,225,200,230,8
#3,2x6 #3,2025-08-22,225,200,230,8
#3,2x6 #3,2025-08-29,225,195,230,8
#3,2x6 #3,2025-09-05,225,190,230,8
#3,2x6 #3,2025-09-12,225,190,225,8
#3,2x6 #3,2025-09-19,225,190,225,8
#3,2x6 #3,2025-09-26,230,190,225,8
#3,2x6 #3,2025-10-03,230,195,225,8
#3,2x6 #3,2025-10-10,230,195,230,8
#3,2x6 #3,2025-10-17,230,205,230,8
#3,2x8 #3,2024-01-12,215,235,230,9
#3,2x8 #3,2024-01-18,215,240,230,9
#3,2x8 #3,2024-01-25,215,235,230,9
#3,2x8 #3,2024-02-08,215,235,235,9
#3,2x8 #3,2024-02-15,220,240,240,9
#3,2x8 #3,2024-02-22,225,245,245,9
#3,2x8 #3,2024-02-29,235,245,245,9
#3,2x8 #3,2024-03-07,245,250,260,9
#3,2x8 #3,2024-03-14,245,255,270,9
#3,2x8 #3,2024-03-21,250,255,275,9
#3,2x8 #3,2024-03-28,250,255,275,9
#3,2x8 #3,2024-04-04,250,255,280,9
#3,2x8 #3,2024-04-11,250,250,285,9
#3,2x8 #3,2024-04-18,250,250,285,9
#3,2x8 #3,2024-04-25,250,250,290,9
#3,2x8 #3,2024-05-02,250,250,290,9
#3,2x8 #3,2024-05-09,250,250,290,9
#3,2x8 #3,2024-05-16,255,255,285,9
#3,2x8 #3,2024-05-30,255,255,285,9
#3,2x8 #3,2024-06-06,255,255,280,9
#3,2x8 #3,2024-06-13,255,250,280,9
#3,2x8 #3,2024-06-20,250,245,275,9
#3,2x8 #3,2024-06-27,245,240,255,9
#3,2x8 #3,2024-07-04,245,235,245,9
#3,2x8 #3,2024-07-11,245,235,245,9
#3,2x8 #3,2024-07-18,245,235,235,9
#3,2x8 #3,2024-07-25,240,235,235,9
#3,2x8 #3,2024-08-01,240,235,235,9
#3,2x8 #3,2024-08-08,240,235,235,9
#3,2x8 #3,2024-08-15,235,235,235,9
#3,2x8 #3,2024-08-22,235,235,235,9
#3,2x8 #3,2024-08-29,235,235,230,9
#3,2x8 #3,2024-09-05,235,230,230,9
#3,2x8 #3,2024-09-12,235,230,235,9
#3,2x8 #3,2024-09-20,225,230,235,9
#3,2x8 #3,2024-09-27,225,230,245,9
#3,2x8 #3,2024-10-04,230,230,255,9
#3,2x8 #3,2024-10-11,240,235,265,9
#3,2x8 #3,2024-10-18,250,250,275,9
#3,2x8 #3,2024-10-25,260,260,290,9
#3,2x8 #3,2024-11-01,265,270,300,9
#3,2x8 #3,2024-11-08,265,270,305,9
#3,2x8 #3,2024-11-15,260,265,305,9
#3,2x8 #3,2024-11-22,255,255,305,9
#3,2x8 #3,2024-11-27,255,255,305,9
#3,2x8 #3,2024-12-06,255,255,310,9
#3,2x8 #3,2024-12-13,255,255,310,9
#3,2x8 #3,2024-12-20,255,255,310,9
#3,2x8 #3,2025-01-03,260,260,315,9
#3,2x8 #3,2025-01-10,265,260,315,9
#3,2x8 #3,2025-01-17,265,265,315,9
#3,2x8 #3,2025-01-24,265,265,310,9
#3,2x8 #3,2025-01-31,270,270,310,9
#3,2x8 #3,2025-02-07,275,280,315,9
#3,2x8 #3,2025-02-14,280,285,320,9
#3,2x8 #3,2025-02-21,285,290,325,9
#3,2x8 #3,2025-02-28,290,300,330,9
#3,2x8 #3,2025-03-07,295,300,340,9
#3,2x8 #3,2025-03-14,305,300,340,9
#3,2x8 #3,2025-03-21,315,305,340,9
#3,2x8 #3,2025-03-28,325,305,340,9
#3,2x8 #3,2025-04-04,330,305,340,9
#3,2x8 #3,2025-04-11,330,305,345,9
#3,2x8 #3,2025-04-18,335,305,345,9
#3,2x8 #3,2025-04-25,335,310,345,9
#3,2x8 #3,2025-05-02,335,310,345,9
#3,2x8 #3,2025-05-09,325,300,325,9
#3,2x8 #3,2025-05-16,315,290,305,9
#3,2x8 #3,2025-05-23,290,280,300,9
#3,2x8 #3,2025-05-30,270,270,285,9
#3,2x8 #3,2025-06-06,250,260,270,9
#3,2x8 #3,2025-06-13,235,255,260,9
#3,2x8 #3,2025-06-19,225,250,245,9
#3,2x8 #3,2025-06-27,225,250,240,9
#3,2x8 #3,2025-07-03,225,245,240,9
#3,2x8 #3,2025-07-11,225,240,240,9
#3,2x8 #3,2025-07-18,225,240,240,9
#3,2x8 #3,2025-07-25,225,240,245,9
#3,2x8 #3,2025-08-01,225,240,245,9
#3,2x8 #3,2025-08-08,225,235,245,9
#3,2x8 #3,2025-08-15,235,235,245,9
#3,2x8 #3,2025-08-22,235,235,245,9
#3,2x8 #3,2025-08-29,225,230,245,9
#3,2x8 #3,2025-09-05,225,225,240,9
#3,2x8 #3,2025-09-12,225,225,240,9
#3,2x8 #3,2025-09-19,225,225,240,9
#3,2x8 #3,2025-09-26,225,225,240,9
#3,2x8 #3,2025-10-03,225,225,240,9
#3,2x8 #3,2025-10-10,225,230,240,9
#3,2x8 #3,2025-10-17,225,235,240,9
