total_volume_bf,total_delivered_usd,avg_delivered_cost_per_mbf,avg_days_ready_to_ship,gross_margin_per_mbf_avg,index_relative_margin_per_mbf_avg
204349.89784,85457.79258689148,1080.8722855726385,8.36772572017787,-1103.4835789075807,
