mill,vendor_cid,mill_region,dest_location_type,dest_city,dest_st,dimension,grade,length_ft,volume_bf,delivered_cost_per_mbf_avg,rl_price_per_mbf_avg,index_relative_margin_per_mbf_avg
"Alabama Pallets (Birmingham, AL)",373025,nan,Customer,Trafford,AL,96x72,,,3.0,81666.66666666667,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,8.0,39.99999,241.67609162545367,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,16.0,106.66668,224.987989219592,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,,6.66667,250.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,6.0,20.0,217.5,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,10.0,50.00001,241.64792363454566,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,12.0,80.0,225.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x10,,14.0,46.66666,224.9979948378015,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,8.0,112.0,244.28571428571428,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,16.0,96.0,258.3333333333333,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,,8.0,205.000018643466,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,6.0,48.0,236.25000253182876,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,10.0,140.0,240.71428571428572,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,12.0,144.0,262.49999348958335,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bryan,TX,2x12,,14.0,196.0,237.14285873724484,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bullard,TX,2x12,,16.0,32.0,184.999988839286,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Bullard,TX,2x12,,12.0,24.0,185.000009114583,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Flintville,TN,2x12,,6.0,12.0,200.000009014423,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Flintville,TN,2x12,,12.0,24.0,245.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Flintville,TN,2x12,,14.0,28.0,245.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Gordo,AL,6x6,,8.0,24.0,300.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Gordo,AL,6x6,,16.0,48.0,299.999986979167,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Gordo,AL,6x6,,12.0,108.0,300.00000868055537,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Gordo,AL,6x6,,14.0,42.0,300.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Markleville,IN,2x8,,,5.33333,200.008478196255,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,8.0,176.0,249.45454445578835,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,16.0,384.0,241.58332918294275,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,,16.0,264.999990446671,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,10.0,220.0,267.4848472419507,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,12.0,312.0,256.0769230769231,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,14.0,336.0,256.79166350446417,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,18.0,108.0,255.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x12,,20.0,80.0,250.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Silsbee,TX,2x8,,,5.33333,285.025304093048,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Somerset,KY,6x6,,8.0,24.0,299.999986979167,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Somerset,KY,6x6,,10.0,30.0,300.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Somerset,KY,6x6,,12.0,36.0,300.000013020833,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Springfield,MO,2x4,,16.0,10.66667,260.029299075952,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Springfield,MO,2x4,,12.0,8.0,260.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Springfield,MO,2x4,,14.0,9.33333,260.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Tuscumbia,AL,6x6,,8.0,48.0,325.000021339699,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Tuscumbia,AL,6x6,,16.0,48.0,350.00001953125,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,Tuscumbia,AL,6x6,,12.0,72.0,325.000009765625,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,8.0,48.0,275.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,16.0,96.0,275.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,,24.0,250.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,10.0,30.0,275.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,12.0,72.0,275.0,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,Customer,West Union,OH,6x6,,14.0,84.0,275.00000992063497,,
"Anthony Timberlands, Inc (Bearden, AR)",938,west,TLR,Birmingham,AL,6x6,,,12.0,250.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,8.0,39.99999,220.6658805115147,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,16.0,26.66667,234.982423248184,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,,13.33334,232.498311138875,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,6.0,30.0,226.66666666666666,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,10.0,16.66667,235.056264066017,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,12.0,40.0,217.5,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x10,,14.0,23.33333,200.018751674257,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x12,,8.0,16.0,245.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x12,,,8.0,160.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x12,,6.0,12.0,160.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x8,,8.0,21.33334,285.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x8,,16.0,42.66666,265.05495359062047,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x8,,10.0,26.66666,265.043962485346,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x8,,12.0,32.0,264.999988064236,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Bryan,TX,2x8,,14.0,37.33334,265.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Dallas,TX,2x4,,8.0,10.66666,314.909813562795,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Ennis,TX,2x4,,,2.66667,234.929011418269,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Ennis,TX,2x4,,6.0,4.0,235.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x10,,,6.66667,205.06976050456,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x12,,8.0,32.0,158.33333333333348,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x12,,16.0,64.0,158.33333333333348,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x12,,10.0,20.0,253.333323697917,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x12,,12.0,48.0,190.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Silsbee,TX,2x12,,14.0,56.0,221.66666666666652,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Springfield,MO,1x4,,8.0,2.66667,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Springfield,MO,1x4,,16.0,5.33333,275.067155067155,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Springfield,MO,1x4,,10.0,3.33333,275.035811954682,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Springfield,MO,1x4,,12.0,4.0,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Springfield,MO,1x4,,14.0,4.66667,274.999988839286,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,8.0,8.00001,266.66667100694434,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,16.0,5.33333,250.06105006105,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,,1.33333,200.02604505795,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,6.0,4.0,287.5,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,10.0,6.66666,375.4400835126695,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,12.0,8.0,250.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x4,,14.0,4.66667,250.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,8.0,4.0,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,16.0,8.0,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,,2.0,250.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,6.0,3.0,250.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,10.0,5.0,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,12.0,6.0,275.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,Customer,Winfield,KS,1x6,,14.0,7.0,274.999988839286,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,TLR,Birmingham,AL,2x10,,8.0,13.33333,224.99680402267,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,TLR,Birmingham,AL,2x12,,,8.0,160.0,,
"Anthony Timberlands, Inc (Malvern, AR)",939,west,TLR,Birmingham,AL,2x12,,6.0,12.0,160.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Catoosa,OK,3x4,,8.0,8.0,425.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Evansville,WI,3x4,,8.0,8.0,425.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Fulton,MS,3x4,,8.0,8.0,385.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Grapeland,TX,3x4,,8.0,8.0,410.015782828283,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Houston,TX,3x4,,8.0,8.0,389.583333333333,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Indianapolis,IN,3x4,,8.0,8.0,410.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Jewett,TX,3x4,,8.0,16.0,425.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Longview,TX,3x4,,8.0,16.0,412.50000385993053,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Monroe,LA,3x4,,8.0,8.0,410.0,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Portland,IN,3x4,,8.0,8.0,399.999973958333,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Rensselaer,IN,3x4,,8.0,32.0,412.5,,
"Atlee E Hershberger (Summersville, MO)",377767,nan,Customer,Saint Joseph,MO,3x4,,8.0,8.0,425.000020777926,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Auburn,KY,4x6,,10.0,80.0,329.999980654762,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Carrollton,KY,1x4,,8.0,2.66667,699.999968927557,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Chattanooga,TN,1x6,,6.0,9.0,151.078431139122,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Meridian,MS,1x4,,8.0,16.00002,671.7391252560421,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Ranburne,AL,1x4,,8.0,10.66668,549.999970278533,,
"Austell Forest Products Inc (Gordo, AL)",942,central,Customer,Ranburne,AL,1x4,,10.0,33.3333,578.0250878944394,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Arcadia,OK,4x8,,8.0,21.33333,600.093764650727,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x10,,8.0,13.33333,800.500312695435,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x10,,10.0,16.66667,800.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x4,,8.0,5.33333,700.437773608505,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x4,,10.0,6.66667,700.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x6,,8.0,8.0,700.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,2x8,,8.0,10.66667,800.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,4x4,,8.0,10.66667,800.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Dallas,TX,4x4,,10.0,13.33333,700.175517629407,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Midland,TX,8x8,,16.0,85.33334,750.079906243341,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Oklahoma City,OK,3x8,,8.0,16.0,850.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Oklahoma City,OK,3x8,,12.0,120.0,872.6270273838921,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Oklahoma City,OK,5x8,,8.0,53.33334,850.227757230958,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Oklahoma City,OK,5x8,,10.0,99.99999,850.0701077245427,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Oklahoma City,OK,6x8,,12.0,144.0,850.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Robstown,TX,10x10,,16.0,133.3333,800.200050012503,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Robstown,TX,2x8,,10.0,13.33333,699.999968492123,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Robstown,TX,3x4,,8.0,8.0,600.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,Seguin,TX,6x6,,14.0,42.0,800.0,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,,,2x6,,10.0,10.0,699.9726,,
"B & B Log & Lumber Co, Inc. (Atoka, OK)",14328,nan,Customer,,,2x8,,10.0,13.33333,800.137100287711,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Bourbonnais,IL,2x4,,6.0,0.66666,742.9833798379835,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Bourbonnais,IL,4x6,,24.0,4.0,936.8181775,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Cleveland,TN,4x4,,,0.31944,236.548620622187,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Decatur,AL,2x6,,12.0,10.16667,932.154572400922,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Decatur,AL,3x4,,,10.0,841.428571428571,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Memphis,TN,3x4,,8.0,16.0,825.625,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Memphis,TN,4x4,,10.0,13.33333,710.524654334238,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,North Birmingham,AL,12x12,,,1.0,2150.54563492063,,
"B&C Industries, Inc (Somerset, KY)",376756,nan,Customer,Toccoa,GA,4x4,,,0.33333,510.066414897773,,
"Ball Lumber Company Inc. (Millers Tavern, VA)",376842,east,Customer,Summer Shade,KY,4x4,,12.0,48.0,560.0,,
"Ball Lumber Company Inc. (Millers Tavern, VA)",376842,east,Customer,Summer Shade,KY,4x4,,14.0,1176.00021,563.0555555555555,,
"Battle Lumber Company, Inc (Wadley, GA)",861,nan,Customer,Lawrenceville,GA,2x4,,,16.00002,365.9926551525817,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,Customer,Auburn,KY,6x6,,10.0,30.0,268.125,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,Customer,Auburn,KY,6x6,,12.0,36.0,325.000018325617,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,Customer,Mc Intyre,GA,2x8,,12.0,32.0,347.50000846354146,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,Customer,West Union,OH,6x6,,8.0,48.0,377.8846153846155,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,Customer,West Union,OH,6x6,,10.0,60.0,390.0,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,TLR,Birmingham,AL,6x6,,6.0,18.0,350.0,,
"Beasley Forest Prod - Yawn (Hazlehurst, GA)",372786,east,TLR,Birmingham,AL,6x6,,10.0,30.0,400.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Acworth,GA,2x4,,12.0,16.0,394.999958554377,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Adair,OK,2x6,,12.0,12.0,408.785987413195,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Adair,OK,2x6,,14.0,14.0,403.785993303571,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Adair,OK,2x6,,18.0,18.0,368.786024305556,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Adair,OK,2x6,,20.0,20.0,383.785982421875,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Alvarado,TX,2x4,,10.0,6.66667,300.004242141433,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Athens,TX,2x4,,8.0,5.33333,315.004080721164,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Atlanta,GA,2x4,,16.0,10.66667,254.548903913133,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Atlanta,GA,2x4,,10.0,6.66667,260.003804776651,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Austin,TX,2x4,,14.0,9.33333,445.019102811762,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Austin,TX,2x4,,18.0,60.0,417.6499825826584,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Baton Rouge,LA,2x4,,16.0,10.66667,455.71431146978,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Beloit,WI,2x6,,10.0,10.0,270.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Big Spring,TX,2x6,,10.0,10.0,200.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Blountsville,AL,2x4,,20.0,13.33333,315.004242141433,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bolivar,TN,2x6,,8.0,8.0,189.999985139266,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bonham,TX,2x8,,10.0,13.33333,325.01336403635,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bonham,TX,2x8,,12.0,16.0,335.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bonham,TX,2x8,,14.0,37.33334,265.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Brookline Station,MO,2x4,,10.0,20.00001,373.34316739470864,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Brookline Station,MO,2x4,,12.0,8.0,357.321428571429,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Brownsville,TX,2x8,,16.0,21.33333,325.013785826504,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Brownwood,TX,2x4,,14.0,9.33333,215.009229448379,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x10,,8.0,53.33332,246.26438727947726,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x10,,16.0,80.00001,253.121006269587,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x10,,10.0,16.66667,264.3214425,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x10,,12.0,40.0,247.5208378125,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x10,,14.0,69.99999,253.11641488976235,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x4,,16.0,32.00001,381.67192515195,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x4,,10.0,60.000029999999995,305.0002404371558,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x4,,12.0,24.0,323.57345421640133,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x4,,14.0,9.33333,367.015668598412,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x6,,10.0,20.0,298.5,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x6,,14.0,42.0,328.3333333333333,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x6,,18.0,36.0,290.000012586806,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x6,,20.0,40.0,347.4309210526315,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x8,,8.0,42.66668,239.12498102361502,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x8,,16.0,21.33333,180.000013427734,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x8,,10.0,39.99999,235.67080609125932,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x8,,12.0,48.0,265.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Bryan,TX,2x8,,14.0,18.66667,225.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Carrollton,MO,2x4,,18.0,84.0,347.85713080778856,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Carrollton,MO,2x4,,20.0,26.66666,275.01036250642,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Carrollton,MO,2x6,,10.0,10.0,290.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Cassville,MO,2x4,,16.0,10.66667,254.549026838763,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Castor,LA,2x10,,8.0,13.33333,210.009316770186,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Castor,LA,2x10,,12.0,20.0,209.99703125,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Cherry Valley,IL,2x4,,18.0,24.0,360.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Coal Valley,IL,2x6,,18.0,18.0,310.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,College Station,TX,2x4,,16.0,10.66667,564.876894079082,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Conroe,TX,2x4,,10.0,6.66667,355.004878462648,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Conroe,TX,2x8,,8.0,10.66667,219.999987686821,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Conroe,TX,2x8,,12.0,32.0,323.222676595052,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Conroe,TX,2x8,,14.0,18.66667,235.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Crowley,TX,2x4,,16.0,10.66667,195.0024585126,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Crowley,TX,2x6,,16.0,16.0,200.0,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x4,,8.0,79.99995,315.20433632452387,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x4,,16.0,10.66667,195.0024585126,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x4,,10.0,40.00002,259.836944032014,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x4,,12.0,16.0,263.1145833333335,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x4,,14.0,18.66666,245.01051727838552,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x6,,8.0,120.0,289.72506187726464,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x6,,16.0,16.0,199.833333333333,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x6,,10.0,60.0,261.5740810908565,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x8,,8.0,21.33334,292.49999129585603,,
"Bienville Lumber Company, LLC (Taylor, LA)",377137,west,Customer,Dallas,TX,2x8,,10.0,26.66666,297.5122332332745,,
