mill,vendor_cid,mill_region,dest_location_type,dest_city,dest_st,dimension,grade,length_ft,volume_bf,delivered_cost_per_mbf_avg,rl_price_per_mbf_avg,index_relative_margin_per_mbf_avg
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Bryan,TX,2x4,,20.0,13.33333,688.790534506952,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Bryan,TX,2x6,,10.0,9.0,658.702674897119,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Bryan,TX,2x6,,11.0,10.0,653.702687830688,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Dekalb,IL,2x4,,8.0,5.33333,394.305375048719,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Itasca,TX,2x4,,16.0,21.33334,793.7234268707485,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Itasca,TX,2x4,,10.0,13.33334,628.723492346939,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Itasca,TX,2x4,,12.0,16.0,688.7233985260771,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Itasca,TX,2x4,,14.0,9.33333,678.76944842668,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,South Wayne,WI,2x4,,16.0,21.33334,649.291340702948,,
"Magnum Forest Products, Ltd.  (Winnepeg, MB)",374927,nan,Customer,Sycamore,IL,2x4,,8.0,5.33333,394.305375048719,,
"Mark Twain Forest Products (Centerville, MO)",901,nan,Customer,Jewett,TX,3x4,,8.0,40.0,700.000078914141,,
"Mark Twain Forest Products (Centerville, MO)",901,nan,Customer,Jewett,TX,3x4,,,4.0,725.0,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Birmingham,AL,3x4,,8.0,8.0,168.75,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Bryan,TX,5x5,,8.0,750.00015,381.5185185185185,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Bryan,TX,6x6,,8.0,336.0,356.7857142857143,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Converse,TX,5x5,,8.0,133.33336,358.9204545454546,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Gordo,AL,6x6,,8.0,24.0,296.875,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Haleyville,AL,6x6,,8.0,24.0,380.000016818576,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,La Porte,TX,3x4,,8.0,8.0,168.75,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Mt Pleasant,TX,5x5,,8.0,50.00001,376.8181818181817,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Pharr,TX,5x5,,8.0,66.66668,339.77272727272725,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Pollard,AR,5x5,,8.0,16.66667,350.0,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,South Bend,IN,5x5,,8.0,66.66668,363.86363636363626,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Trinity,AL,6x6,,8.0,24.0,380.000016818576,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,Webb,AL,5x5,,8.0,100.00002,365.2272727272728,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,,,5x5,,8.0,33.33334,345.4545454545455,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,Customer,,,6x6,,8.0,24.0,380.000016818576,,
"Martco Limited Partnership - Plywood Div (Chopin, LA)",1051,west,TLR,Birmingham,AL,5x5,,8.0,266.66672,397.13500000000005,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Catoosa,OK,3x4,,8.0,16.0,403.9204940025255,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Fort Worth,TX,3x4,,8.0,8.0,428.219755366162,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Fulton,MS,3x4,,8.0,24.0,408.67426188973064,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Haltom City,TX,4x4,,8.0,10.66667,450.937155647383,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Hewitt,TX,3x4,,8.0,8.0,430.0,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Houston,TX,3x4,,8.0,24.0,406.982261679293,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Jewett,TX,3x4,,8.0,32.0,408.9582477114898,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Lancaster,SC,3x4,,8.0,8.0,387.91682449495,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Litchfield,IL,3x4,,8.0,8.0,430.0,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Little Rock,AR,3x4,,8.0,8.0,430.0,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Monroe,LA,3x4,,8.0,8.0,403.029960542929,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,North Birmingham,AL,3x4,,8.0,16.0,330.92650058275046,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Seguin,TX,3x4,,8.0,8.0,428.219755366162,,
"Martin Kropf (Viola, AR)",376305,nan,Customer,Sulphur Springs,TX,3x4,,8.0,8.0,428.219755366162,,
"Martin Kropf (Viola, AR)",376305,nan,TLR,Birmingham,AL,3x4,,,8.0,312.5,,
"Mason Forest Products, Inc (Grove Hill, AL)",1052,central,TLR,Birmingham,AL,2x12,,16.0,1.3333,396.0,,
"McShan Lumber Company, Inc. (Mc Shan, AL)",14368,nan,Customer,Houston,TX,1x6,,,3.0,120.81068840579701,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Charleston,SC,2x5,,,28.64585,1100.207442827444,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Charleston,SC,3x6,,,45.0,793.3329873430856,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Decatur,AL,2x4,,10.0,13.33334,1295.33589825721,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Decatur,AL,2x6,,10.0,20.0,1167.8358460937502,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Decatur,AL,2x6,,12.0,10.16667,1147.83796943615,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Decatur,AL,4x6,,12.0,20.83333,1089.16969360676,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Flowood,MS,4x6,,8.0,112.0,614.2687710452973,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Jewett,TX,3x4,,8.0,56.0,710.8928571428571,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Jewett,TX,3x4,,,4.0,726.325757575758,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Memphis,TN,3x4,,8.0,104.0,818.5039811577311,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Memphis,TN,48x40,,,18.0,6722.222222222223,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Memphis,TN,4x4,,10.0,13.33333,746.307662628289,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,North Birmingham,AL,4x4,,6.0,0.33333,2028.81152460984,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,North Charleston,SC,2x5,,,91.66672,1099.8334827182969,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,North Charleston,SC,3x6,,,195.0,793.3285138200582,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Toccoa,GA,2x4,,,2.66667,502.5,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Trinity,AL,4x4,,6.0,0.33333,1964.7996996997,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Trinity,AL,6x6,,6.0,3.0,646.5553814814815,,
"McVantage Packaging, LLC (Tuscumbia, AL)",372897,nan,Customer,Walnut,MS,3x6,,,77.1875,616.4209682860999,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Mc Intyre,GA,4x6,,8.0,16.0,400.8330546875,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Mc Intyre,GA,4x6,,16.0,96.0,390.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Mc Intyre,GA,4x6,,12.0,24.0,380.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Mc Intyre,GA,4x6,,14.0,140.0,434.00000470779224,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Schiller Park,IL,6x6,,12.0,72.0,335.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Somerset,KY,6x6,,,24.0,310.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Stephens,AR,4x6,,8.0,16.0,375.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Stephens,AR,4x6,,16.0,32.0,375.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Stephens,AR,4x6,,10.0,20.0,375.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Stephens,AR,4x6,,12.0,24.0,375.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,Stephens,AR,4x6,,14.0,28.0,400.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,West Union,OH,6x6,,16.0,48.0,318.461538461538,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,West Union,OH,6x6,,10.0,30.0,325.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,West Union,OH,6x6,,12.0,36.0,320.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,Customer,,,6x6,,10.0,30.0,280.681818181818,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x5,,8.0,48.0,288.3333333333333,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x6,,8.0,16.0,360.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x6,,16.0,32.0,360.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x6,,,8.0,330.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x6,,6.0,12.0,330.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,4x6,,12.0,24.0,360.0,,
"Meadwestvaco Corporation (Cottonton, AL)",1054,central,TLR,Birmingham,AL,6x6,,,24.0,312.5,,
"Mercer Timber Products, LLC (Vancouver, BC)",379355,nan,Customer,Benton,KY,2x6,,16.0,16.0,543.139880952381,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Alvarado,TX,2x4,,8.0,5.33333,340.027822167589,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Atlanta,GA,2x4,,8.0,5.33333,260.021371030527,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Beloit,WI,2x4,,8.0,5.33333,335.027453390699,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Bryan,TX,2x8,,8.0,10.66667,170.0000078125,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Bryan,TX,2x8,,,5.33333,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Bryan,TX,2x8,,10.0,13.33333,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Bryan,TX,2x8,,14.0,18.66667,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Corsicana,TX,2x6,,16.0,16.0,200.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Crossville,TN,2x4,,14.0,9.33333,350.030092294484,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Crowley,TX,2x4,,6.0,4.0,265.011418269231,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Dallas,TX,2x4,,8.0,26.66665,230.01889022741238,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Dallas,TX,2x4,,,5.33334,285.023417332514,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Dallas,TX,2x6,,8.0,8.0,286.95652173913,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Edinburg,TX,2x4,,,2.66667,215.017805777505,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Flintville,TN,2x4,,8.0,5.33333,235.019410366728,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Ft Worth,TX,2x4,,16.0,10.66667,285.023396844909,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Ft Worth,TX,2x6,,16.0,16.0,360.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Grabill,IN,2x4,,16.0,10.66667,150.012292562999,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Grabill,IN,2x4,,14.0,9.33333,170.01459540674,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Grand Prairie,TX,2x4,,8.0,5.33333,150.012415488629,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Groesbeck,TX,2x6,,16.0,16.0,360.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Harrisburg,IL,2x4,,14.0,9.33333,380.03275380983,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Houston,TX,2x4,,8.0,10.66666,345.033368702849,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Houston,TX,2x4,,,2.66667,315.020669671603,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Houston,TX,2x6,,16.0,16.0,330.000016424006,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Hutchins,TX,2x4,,6.0,4.0,300.012834821429,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Indianapolis,IN,2x4,,8.0,5.33333,245.020405654579,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Indianapolis,IN,2x4,,16.0,10.66667,260.021371030527,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Jackson,TN,2x4,,8.0,5.33333,180.01476222673,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Jackson,TN,2x4,,16.0,32.00001,269.190096838803,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Jackson,TN,2x6,,16.0,48.0,268.333338808002,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Jacksonville,FL,2x4,,,2.66667,145.012005736529,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Kempner,TX,2x4,,,2.66667,215.017805777505,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,La Place,LA,2x4,,16.0,10.66667,520.042614218398,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,LaGrange,GA,2x6,,16.0,16.0,155.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Leeds,AL,2x4,,12.0,8.0,220.009985207101,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Memphis,TN,2x4,,8.0,5.33333,320.028396285946,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Memphis,TN,2x4,,12.0,8.0,320.0244140625,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Morristown,TN,2x4,,16.0,10.66667,175.014423273919,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Moscow,TN,2x4,,16.0,10.66667,280.022823191969,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Moscow,TN,2x6,,16.0,16.0,335.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Nashville,TN,2x4,,8.0,5.33333,335.033957728138,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Nashville,TN,2x4,,12.0,8.0,335.025390625,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Ripley,TN,2x4,,16.0,10.66667,315.025978283139,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Selmer,TN,2x6,,16.0,16.0,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Selmer,TN,2x6,,14.0,14.0,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Somerset,KY,2x6,,16.0,48.0,264.999995795356,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,West Monroe,LA,2x4,,14.0,9.33333,385.033054303499,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,Willacoochee,GA,2x4,,16.0,10.66667,170.013849620979,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,,,2x4,,8.0,5.33333,175.000450856628,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,,,2x4,,12.0,8.0,175.000450721154,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,Customer,,,2x4,,14.0,9.33333,175.011706374759,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x4,,8.0,10.66666,327.500676360601,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x4,,16.0,32.00001,330.0046438571333,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x4,,10.0,20.00001,325.00487095017337,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x4,,14.0,37.33332,280.0036543249625,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x6,,,4.0,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x6,,6.0,6.0,170.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x6,,10.0,10.0,300.0,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x6,,12.0,12.0,299.999987792969,,
"Mid South Lumber, Inc (Meridian, MS)",1055,central,TLR,Birmingham,AL,2x6,,14.0,42.0,271.66665894001835,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Aberdeen,MS,2x6,,14.0,14.0,210.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Acworth,GA,2x4,,10.0,6.66667,410.10444152208,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Anniston,AL,2x4,,12.0,16.0,307.5,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Armorel,AR,2x4,,8.0,5.33333,409.889029117461,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Armorel,AR,2x4,,12.0,8.0,390.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Birmingham,AL,2x4,,10.0,6.66667,300.076443388623,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Bolivar,TN,2x6,,8.0,8.0,330.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Brazil,IN,2x8,,8.0,32.00001,360.5234544836956,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Brazil,IN,2x8,,10.0,13.33333,375.862658778882,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Brownsville,TX,2x8,,10.0,13.33333,337.792438907939,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Bryan,TX,2x8,,8.0,10.66667,230.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Carrollton,KY,2x4,,8.0,5.33333,335.151734277742,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Centreville,AL,2x4,,10.0,6.66667,275.066426282051,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Centreville,AL,2x4,,12.0,8.0,275.000480769231,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Centreville,AL,2x4,,14.0,9.33333,325.000412158681,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Chattanooga,TN,2x4,,12.0,8.0,233.333333333333,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Cherry Valley,IL,2x4,,14.0,9.33333,484.937566001288,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Cherry Valley,IL,2x4,,18.0,48.0,393.7500111289175,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Cherry Valley,IL,2x4,,20.0,26.66666,514.661060988842,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Coal Valley,IL,2x4,,10.0,6.66667,325.083018707844,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Coal Valley,IL,2x4,,14.0,9.33333,319.954979394961,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Council Bluffs,IA,2x4,,10.0,6.66667,235.059971577652,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Crossville,TN,2x4,,10.0,6.66667,324.999170573386,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Crossville,TN,2x4,,12.0,8.0,329.999194711538,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Crossville,TN,2x4,,14.0,9.33333,339.999227301996,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Dallas,TX,2x4,,8.0,5.33333,235.653514058811,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Del Rio,TX,2x4,,16.0,21.33334,361.3122295811135,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Duluth,GA,2x4,,10.0,13.33334,405.103423408136,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Duluth,GA,2x4,,12.0,16.0,405.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Elora,TN,2x4,,10.0,13.33334,272.5672069853485,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Elora,TN,2x4,,12.0,8.0,356.250450721154,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Flintville,TN,2x4,,8.0,58.66663,185.14501930107983,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Flintville,TN,2x4,,10.0,20.00001,150.036017628205,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Flintville,TN,2x4,,12.0,72.0,185.931216931217,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Fort Payne,AL,2x4,,8.0,5.33333,224.935407088711,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Fort Payne,AL,2x4,,10.0,6.66667,390.105045524204,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Fort Payne,AL,2x4,,12.0,8.0,390.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Grabill,IN,2x6,,,4.0,60.00000155362215,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Grabill,IN,2x8,,12.0,16.0,155.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Haleyville,AL,2x4,,10.0,40.00002,342.59008176170386,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Haleyville,AL,2x4,,12.0,56.0,303.5238095238096,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Harrisburg,IL,2x4,,16.0,10.66667,430.004089966646,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Harrisburg,IL,2x4,,10.0,13.33334,435.67478147363045,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Harrisburg,IL,2x4,,12.0,16.0,510.56771978022,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Harrisburg,IL,2x4,,14.0,18.66666,462.46676934921004,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Haven,KS,2x4,,10.0,6.66667,375.108322515506,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Haven,KS,2x4,,12.0,8.0,375.000429258242,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Haven,KS,2x4,,14.0,9.33333,395.001229606732,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Houston,TX,2x4,,14.0,9.33333,259.966559347499,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Irving,TX,2x4,,8.0,5.33333,151.865421764327,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Iuka,MS,2x4,,,1.33333,52.3676359733848,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Jacksonville,TX,2x8,,10.0,39.99999,389.1693005339637,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Lincoln,AL,2x4,,16.0,21.33334,320.0525302192175,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Lincoln,AL,2x4,,12.0,16.0,364.000040064103,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Lott,TX,2x4,,18.0,12.0,430.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Madison,IN,2x4,,16.0,10.66667,475.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Madison,IN,2x4,,10.0,6.66667,440.157951676884,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Madison,IN,2x4,,12.0,8.0,445.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Madison,IN,2x4,,14.0,9.33333,475.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Madison,IN,2x4,,18.0,12.0,430.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Markleville,IN,2x4,,,2.66666,59.9828313870109,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Markleville,IN,2x8,,,5.33333,125.005307630249,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Markleville,IN,2x8,,6.0,8.0,125.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Mc Intyre,GA,2x8,,8.0,10.66667,314.999985139266,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Mc Intyre,GA,2x8,,12.0,16.0,319.99998819987,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Mc Leansboro,IL,2x4,,10.0,6.66667,300.076443388623,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x4,,8.0,26.66665,279.5443676863106,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x4,,,2.66666,68.1593352987186,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x4,,10.0,6.66667,260.066007720697,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x6,,8.0,16.0,209.999988769531,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x6,,16.0,32.0,209.999989013672,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x6,,10.0,20.0,209.999986328125,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Memphis,TN,2x6,,14.0,28.0,210.0,,
"Mission Forest Products, LP (Corinth, MS)",375477,central,Customer,Middleton,TN,2x4,,8.0,10.66666,249.928404425323,,
