region,mill,item_description,date,delivered_cost_per_mbf,dimension,length_ft,grade
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X4-8 #3 SYP KD-HT,2024-11-04 00:00:00,319.999972956731,2x4,8,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X4-16 #4 SYP HT,2024-11-04 00:00:00,350.006760944279,2x4,16,4
Central,"Westervelt Lumber Division (Moundville, AL)",4X4-2 #4 SYP HT,2024-12-03 00:00:00,225.084480659361,4x4,,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-8 #4 SYP HT,2024-12-10 00:00:00,230.0,2x8,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-8 #4 SYP HT,2024-12-10 00:00:00,230.0,2x8,8,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-8 #4 SYP HT,2024-12-11 00:00:00,284.39596862793,2x12,8,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-12 #4 SYP HT,2024-12-11 00:00:00,289.396701388889,2x12,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-16 #4 SYP HT,2024-12-11 00:00:00,324.397802734375,2x12,16,4
West,"West Fraser Mills Ltd (Joyce, LA)",2X8-14 #3 SYP KD-HT,2024-12-11 00:00:00,265.0,2x8,14,3
West,"West Fraser Mills Ltd (Joyce, LA)",2X8-16 #3 SYP KD-HT,2024-12-11 00:00:00,265.012940084965,2x8,16,3
Central,"Gloster Forest Products (Gloster, MS)",2X6-16 #4 SYP HT,2024-12-11 00:00:00,230.0,2x6,16,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-8 #4 SYP HT,2024-12-12 00:00:00,239.963930148716,2x4,8,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-10 #4 SYP KD-HT,2024-12-12 00:00:00,240.011539016299,2x4,10,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-12 #4 SYP HT,2024-12-12 00:00:00,240.0,2x4,12,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-14 #4 SYP HT,2024-12-12 00:00:00,239.979397373165,2x4,14,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-16 #4 SYP HT,2024-12-12 00:00:00,239.963930148716,2x4,16,4
West,"Weyerhaeuser NR Company (Dodson, LA)",2X12-12 #4 SYP HT,2024-12-12 00:00:00,285.395833333333,2x12,12,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X10-8 #4 SYP HT,2024-12-12 00:00:00,200.002853299637,2x10,8,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-8 #3 SYP KD-HT,2024-12-12 00:00:00,277.631036703155,2x4,8,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-8 #3 SYP KD-HT,2024-12-12 00:00:00,305.327443998738,2x4,8,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-10 #3 SYP KD-HT,2024-12-12 00:00:00,305.325417568152,2x4,10,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-12 #3 SYP KD-HT,2024-12-12 00:00:00,305.31109775641,2x4,12,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-10 #3 SYP KD-HT,2024-12-12 00:00:00,305.32789471312,2x4,10,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-8 #3 SYP KD-HT,2024-12-13 00:00:00,265.0,2x8,8,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-14 #3 SYP KD-HT,2024-12-13 00:00:00,280.0,2x8,14,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-16 #3 SYP KD-HT,2024-12-13 00:00:00,285.0,2x8,16,3
West,"Weyerhaeuser NR Company (Holden, LA)",2X4-10 #4 SYP KD-HT,2024-12-13 00:00:00,217.781049679487,2x4,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-16 #4 SYP HT,2024-12-13 00:00:00,324.451958007812,2x12,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-14 #4 SYP HT,2024-12-13 00:00:00,304.452985491071,2x12,14,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-12 #4 SYP HT,2024-12-13 00:00:00,289.452224392361,2x12,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-8 #4 SYP HT,2024-12-13 00:00:00,284.451123046875,2x12,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-10 #4 SYP KD-HT,2024-12-13 00:00:00,244.984696232198,2x4,10,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-12 #4 SYP HT,2024-12-13 00:00:00,245.000018028846,2x4,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-14 #4 SYP HT,2024-12-13 00:00:00,244.978109708988,2x4,14,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-16 #4 SYP HT,2024-12-13 00:00:00,245.019175118323,2x4,16,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X8-8 #4 SYP HT,2024-12-13 00:00:00,225.0,2x8,8,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X8-16 #4 SYP HT,2024-12-13 00:00:00,255.668518732244,2x8,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X4-2 #4 SYP HT,2024-12-13 00:00:00,248.494001116071,4x4,,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X4-2 #4 SYP HT,2024-12-13 00:00:00,248.494001116071,4x4,,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-8 #4 SYP HT,2024-12-16 00:00:00,239.985577789796,2x4,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #4 SYP HT,2024-12-16 00:00:00,240.0,2x4,12,4
West,"Coushatta Forest Products, LLC (Coushatta, LA)",2X8-16 #4 SYP HT,2024-12-16 00:00:00,235.000011985085,2x8,16,4
Central,"Mid South Lumber, Inc (Meridian, MS)",2X4-14 #4 SYP HT,2024-12-16 00:00:00,250.0,2x4,14,4
Central,"Mid South Lumber, Inc (Meridian, MS)",2X6-14 #4 SYP HT,2024-12-16 00:00:00,225.0,2x6,14,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-8 #4 SYP HT,2024-12-16 00:00:00,185.086419753086,2x10,8,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-16 #4 SYP HT,2024-12-16 00:00:00,184.978272002813,2x10,16,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-10 #4 SYP HT,2024-12-16 00:00:00,185.0,2x10,10,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-12 #4 SYP HT,2024-12-16 00:00:00,185.0,2x10,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-16 #4 SYP HT,2024-12-16 00:00:00,246.65703125,2x10,16,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-14 #4 SYP HT,2024-12-16 00:00:00,185.016519332083,2x10,14,4
West,"Weyerhaeuser NR Company (Dodson, LA)",2X6-10 #3 SYP KD-HT,2024-12-16 00:00:00,260.0,2x6,10,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-8 #3 SYP KD-HT,2024-12-16 00:00:00,260.0,2x6,8,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #4 SYP HT,2024-12-16 00:00:00,230.01,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #4 SYP HT,2024-12-16 00:00:00,230.01,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #4 SYP HT,2024-12-16 00:00:00,230.01,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-14 #3 SYP KD-HT,2024-12-16 00:00:00,254.999990234375,2x8,14,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #3 SYP KD-HT,2024-12-16 00:00:00,255.015564914851,2x8,16,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-10 #4 SYP HT,2024-12-16 00:00:00,205.0,2x10,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-8 #4 SYP HT,2024-12-16 00:00:00,294.424462890625,2x8,8,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #4 SYP HT,2024-12-16 00:00:00,294.4244578125,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #4 SYP HT,2024-12-16 00:00:00,294.424438802083,2x8,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #4 SYP HT,2024-12-16 00:00:00,294.423974609375,2x8,16,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-8 #3 SYP KD-HT,2024-12-16 00:00:00,250.0,2x4,8,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-8 #4 SYP HT,2024-12-16 00:00:00,266.089306640625,2x8,8,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-16 #4 SYP HT,2024-12-16 00:00:00,286.091279785156,2x8,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-16 #4 SYP HT,2024-12-16 00:00:00,250.028001577554,2x4,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-10 #4 SYP KD-HT,2024-12-16 00:00:00,250.180375180375,2x4,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-8 #4 SYP HT,2024-12-16 00:00:00,260.000020089286,4x6,8,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-10 #4 SYP HT,2024-12-16 00:00:00,325.0,4x6,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-12 #4 SYP HT,2024-12-16 00:00:00,325.0,4x6,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-14 #4 SYP HT,2024-12-16 00:00:00,325.0,4x6,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-14 #4 SYP HT,2024-12-16 00:00:00,250.064399793921,2x4,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-16 #4 SYP HT,2024-12-16 00:00:00,325.0,4x6,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-8 #4 SYP HT,2024-12-16 00:00:00,235.0,2x6,8,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-10 #4 SYP HT,2024-12-16 00:00:00,235.0,2x6,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-12 #4 SYP HT,2024-12-16 00:00:00,235.0,2x6,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-14 #4 SYP HT,2024-12-16 00:00:00,234.999990234375,2x6,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-16 #4 SYP HT,2024-12-16 00:00:00,235.0,2x6,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #4 SYP HT,2024-12-16 00:00:00,242.666666666667,2x4,12,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-8 #3 SYP KD-HT,2024-12-16 06:00:00,267.154539600773,2x4,8,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-8 #4 SYP HT,2024-12-17 00:00:00,267.272727272727,2x6,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-10 #4 SYP HT,2024-12-17 00:00:00,245.0,2x8,10,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-14 #4 SYP HT,2024-12-17 00:00:00,245.0,2x8,14,4
East,"Interfor US, Inc (Perry, GA)",2X12-4 #4 SYP HT,2024-12-17 00:00:00,245.0,2x12,,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-8 #4 SYP HT,2024-12-17 00:00:00,238.005947871742,2x10,8,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-12 #4 SYP HT,2024-12-17 00:00:00,247.991065625,2x10,12,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-16 #4 SYP HT,2024-12-17 00:00:00,262.983162088685,2x10,16,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-8 #4 SYP HT,2024-12-17 00:00:00,237.336244140259,2x10,8,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-12 #4 SYP HT,2024-12-17 00:00:00,247.321434375,2x10,12,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-16 #4 SYP HT,2024-12-17 00:00:00,262.313520202494,2x10,16,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2024-12-17 00:00:00,300.0,4x4,12,4
West,"Weyerhaeuser NR Company (Dodson, LA)",2X12-14 #3 SYP KD-HT,2024-12-17 00:00:00,312.5,2x12,14,3
West,"Weyerhaeuser NR Company (Dodson, LA)",2X12-16 #3 SYP KD-HT,2024-12-17 00:00:00,270.0,2x12,16,3
West,"Weyerhaeuser NR Company (Dodson, LA)",2X12-18 #3 SYP KD-HT,2024-12-17 00:00:00,260.0,2x12,18,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-16 #4 SYP HT,2024-12-17 00:00:00,297.55858194987,2x6,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-16 #4 SYP HT,2024-12-17 00:00:00,240.000018199574,2x6,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-8 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,8,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-10 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-12 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-14 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-16 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-8 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,8,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-10 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-12 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-14 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X8-16 #4 SYP HT,2024-12-17 00:00:00,225.0,2x8,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #3 SYP KD-HT,2024-12-17 00:00:00,297.877038043478,2x6,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #4 SYP KD-HT,2024-12-17 00:00:00,255.003617274,2x4,10,4
West,"Canfor Southern Pine (El Dorado, AR)",2X4-8 #4 SYP HT,2024-12-17 00:00:00,250.075142771265,2x4,8,4
West,"Canfor Southern Pine (El Dorado, AR)",2X4-10 #4 SYP KD-HT,2024-12-17 00:00:00,250.0,2x4,10,4
West,"Canfor Southern Pine (El Dorado, AR)",2X4-12 #4 SYP HT,2024-12-17 00:00:00,250.0,2x4,12,4
West,"Canfor Southern Pine (El Dorado, AR)",2X4-14 #4 SYP HT,2024-12-17 00:00:00,250.042933195947,2x4,14,4
West,"Canfor Southern Pine (El Dorado, AR)",2X6-8 #3 SYP KD-HT,2024-12-17 00:00:00,265.0,2x6,8,3
West,"Canfor Southern Pine (El Dorado, AR)",2X6-10 #3 SYP KD-HT,2024-12-17 00:00:00,265.0,2x6,10,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #4 SYP HT,2024-12-17 00:00:00,260.0,2x4,12,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-8 #3 SYP KD-HT,2024-12-17 00:00:00,248.110592091784,2x4,8,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #3 SYP KD-HT,2024-12-17 06:00:00,270.003803928223,2x4,10,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #3 SYP KD-HT,2024-12-17 06:00:00,242.666666666667,2x4,12,3
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-8 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,8,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-10 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,10,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-12 #4 SYP HT,2024-12-18 00:00:00,275.0,2x12,12,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-14 #4 SYP HT,2024-12-18 00:00:00,219.999989676339,2x12,14,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-16 #4 SYP HT,2024-12-18 00:00:00,110.0,2x12,16,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-8 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,8,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-10 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,10,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-12 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,12,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-14 #4 SYP HT,2024-12-18 00:00:00,219.999989676339,2x12,14,4
West,"Anthony Timberlands, Inc (Bearden, AR)",2X12-16 #4 SYP HT,2024-12-18 00:00:00,220.0,2x12,16,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2024-12-18 00:00:00,265.000012586806,2x6,10,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2024-12-18 00:00:00,265.000012586806,2x6,10,3
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-8 #4 SYP HT,2024-12-18 00:00:00,215.0,2x8,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-10 #4 SYP HT,2024-12-18 00:00:00,215.168118060985,2x8,10,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-12 #4 SYP HT,2024-12-18 00:00:00,214.999982638889,2x8,12,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-8 #4 SYP HT,2024-12-18 00:00:00,215.0,2x6,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-10 #4 SYP HT,2024-12-18 00:00:00,215.0,2x6,10,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-12 #4 SYP HT,2024-12-18 00:00:00,214.999989583333,2x6,12,4
West,"Coushatta Forest Products, LLC (Coushatta, LA)",2X8-8 #4 SYP HT,2024-12-18 00:00:00,117.5,2x8,8,4
West,"Coushatta Forest Products, LLC (Coushatta, LA)",2X8-12 #4 SYP HT,2024-12-18 00:00:00,182.777777777778,2x8,12,4
West,"Coushatta Forest Products, LLC (Coushatta, LA)",2X8-12 #3 SYP KD-HT,2024-12-18 00:00:00,357.0,2x8,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X6-8 #3 SYP KD-HT,2024-12-18 00:00:00,229.999988536005,2x6,8,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X4-8 #4 SYP HT,2024-12-18 00:00:00,277.052858020897,2x4,8,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X4-10 #4 SYP KD-HT,2024-12-18 00:00:00,249.419038730751,2x4,10,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X6-8 #3 SYP KD-HT,2024-12-18 00:00:00,236.720415900735,2x6,8,3
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X6-10 #3 SYP KD-HT,2024-12-18 00:00:00,236.72046875,2x6,10,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X6-8 #3 SYP KD-HT,2024-12-18 00:00:00,229.999988536005,2x6,8,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-8 #3 SYP KD-HT,2024-12-18 00:00:00,323.383699296917,2x4,8,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-10 #3 SYP KD-HT,2024-12-18 00:00:00,323.391728649428,2x4,10,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-12 #3 SYP KD-HT,2024-12-18 00:00:00,323.402493990385,2x4,12,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-8 #3 SYP KD-HT,2024-12-18 00:00:00,323.417331320142,2x4,8,3
West,"Canfor Southern Pine (Deridder, LA)",2X4-8 #3 SYP KD-HT,2024-12-18 00:00:00,323.417331320142,2x4,8,3
Central,"Gloster Forest Products (Gloster, MS)",2X6-16 #4 SYP HT,2024-12-18 00:00:00,235.000011985085,2x6,16,4
Central,"Austell Forest Products Inc (Gordo, AL)",1X6-6 #3/4 SYP HT,2024-12-19 00:00:00,144.117641314338,1x6,6,3
Central,"Austell Forest Products Inc (Gordo, AL)",1X6-6 #3/4 SYP HT,2024-12-19 00:00:00,144.117641314338,1x6,6,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-12 #4 SYP HT,2024-12-19 00:00:00,270.0,2x4,12,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-12 #4 SYP HT,2024-12-19 00:00:00,270.0,2x4,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-12 #4 SYP HT,2024-12-19 00:00:00,289.383714583333,2x10,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-16 #4 SYP HT,2024-12-19 00:00:00,294.395206844017,2x10,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-8 #4 SYP HT,2024-12-19 00:00:00,274.557942363347,2x10,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-4 #4 SYP HT,2024-12-19 00:00:00,210.437406913851,2x4,,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X6-8 #3 SYP KD-HT,2024-12-19 00:00:00,229.999988536005,2x6,8,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X12-16 #3 SYP KD-HT,2024-12-19 00:00:00,260.0,2x12,16,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X4-14 #3 SYP KD-HT,2024-12-19 00:00:00,285.012234385061,2x4,14,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-16 #4 SYP HT,2024-12-19 00:00:00,265.00326039746,2x4,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #4 SYP KD-HT,2024-12-19 00:00:00,255.003617274,2x4,10,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-14 #4 SYP HT,2024-12-19 00:00:00,260.0,2x4,14,4
East,"Georgia-Pacific Corp (Albany, GA)",2X4-8 #4 SYP HT,2024-12-19 00:00:00,267.150662803177,2x4,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-8 #3 SYP KD-HT,2024-12-19 00:00:00,248.110592091784,2x4,8,3
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #4 SYP HT,2024-12-19 00:00:00,235.000011985085,2x6,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-10 #4 SYP HT,2024-12-19 00:00:00,235.0,2x6,10,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-8 #3 SYP KD-HT,2024-12-20 00:00:00,355.073755377996,2x4,8,3
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-8 #3 SYP KD-HT,2024-12-20 00:00:00,373.884695759066,2x4,8,3
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,360.006181424818,4x4,8,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,427.350229227837,4x4,8,4
Central,"Georgia-Pacific Corp. (Taylorsville, MS)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,306.096304591265,4x4,8,4
Central,"Georgia-Pacific Corp. (Taylorsville, MS)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,355.005599104143,4x4,8,4
Central,"Georgia-Pacific Corp. (Taylorsville, MS)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,396.933270896746,4x4,8,4
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X4-8 #4 SYP HT,2024-12-20 00:00:00,264.99627669998,2x4,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,325.0,4x4,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",4X4-8 #4 SYP HT,2024-12-20 00:00:00,325.0,4x4,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-10 #3 SYP KD-HT,2024-12-20 00:00:00,289.989683733388,2x4,10,3
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-8 #3 SYP KD-HT,2024-12-20 00:00:00,290.0,2x4,8,3
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X4-8 #3 SYP KD-HT,2024-12-20 00:00:00,290.052289938695,2x4,8,3
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X4-10 #3 SYP KD-HT,2024-12-20 00:00:00,290.000018028846,2x4,10,3
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X4-12 #3 SYP KD-HT,2024-12-20 00:00:00,290.0,2x4,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X4-8 #3 SYP KD-HT,2024-12-20 00:00:00,282.280270436386,2x4,8,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-8 #3 SYP KD-HT,2024-12-20 00:00:00,240.217428768382,2x8,8,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #3 SYP KD-HT,2024-12-20 00:00:00,240.217447916667,2x8,12,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-14 #4 SYP HT,2024-12-20 00:00:00,207.692307692308,2x12,14,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-12 #4 SYP HT,2024-12-20 00:00:00,225.0,2x12,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-16 #4 SYP HT,2024-12-20 00:00:00,225.0,2x12,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #3 SYP KD-HT,2024-12-20 00:00:00,255.0,2x8,12,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-14 #3 SYP KD-HT,2024-12-20 00:00:00,254.999990234375,2x8,14,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #3 SYP KD-HT,2024-12-20 00:00:00,255.041510662543,2x8,16,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-10 #4 SYP HT,2024-12-20 00:00:00,272.291666666667,2x10,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-12 #4 SYP HT,2024-12-20 00:00:00,282.395833333333,2x12,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #4 SYP HT,2024-12-20 00:00:00,287.336661487926,2x8,16,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-8 #4 SYP HT,2024-12-20 00:00:00,236.260869885489,2x10,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2024-12-20 00:00:00,246.25582875,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2024-12-20 00:00:00,246.282984375,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X8-8 #4 SYP HT,2024-12-20 00:00:00,276.283447265625,2x8,8,4
