region,mill,item_description,date,delivered_cost_per_mbf,dimension,length_ft,grade
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-12 #4 SYP HT,2025-05-14 00:00:00,345.000450721154,2x4,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-16 #4 SYP HT,2025-05-14 00:00:00,345.000450721154,2x4,16,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-4 #4 SYP HT,2025-05-14 00:00:00,220.009388476945,2x10,,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X4-18 #3 SYP KD-HT,2025-05-14 00:00:00,355.0,2x4,18,3
West,"Weyerhaeuser NR Company (Idabel, OK)",2X6-18 #3 SYP KD-HT,2025-05-14 00:00:00,300.0,2x6,18,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X6-8 #3 SYP KD-HT,2025-05-14 00:00:00,274.999983440897,2x6,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-12 #4 SYP HT,2025-05-14 00:00:00,278.000013454861,2x6,12,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-8 #3 SYP KD-HT,2025-05-14 00:00:00,360.0049170252,2x4,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-8 #3 SYP KD-HT,2025-05-14 00:00:00,360.0049170252,2x4,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #4 SYP HT,2025-05-14 00:00:00,274.999981742527,2x6,8,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #3 SYP KD-HT,2025-05-14 00:00:00,245.0,2x6,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-8 #3 SYP KD-HT,2025-05-14 00:00:00,360.0049170252,2x4,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #3 SYP KD-HT,2025-05-14 00:00:00,250.0,2x6,10,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #4 SYP KD-HT,2025-05-14 00:00:00,300.004836041234,2x4,10,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #4 SYP HT,2025-05-15 00:00:00,250.0,2x6,16,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2025-05-15 00:00:00,255.0,2x6,10,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-12 #3 SYP KD-HT,2025-05-15 00:00:00,225.0,2x6,12,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-12 #3 SYP KD-HT,2025-05-15 00:00:00,225.0,2x6,12,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-12 #3 SYP KD-HT,2025-05-15 00:00:00,280.482638888889,2x6,12,3
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-4 #4 SYP HT,2025-05-15 00:00:00,265.011763661384,2x8,,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-8 #4 SYP HT,2025-05-15 00:00:00,290.0,2x6,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-10 #4 SYP HT,2025-05-15 00:00:00,290.0,2x6,10,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-14 #4 SYP HT,2025-05-15 00:00:00,290.0,2x6,14,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-12 #4 SYP HT,2025-05-15 00:00:00,290.0,2x6,12,4
West,"Interfor US, Inc (Monticello, AR)",2X4-10 #4 SYP KD-HT,2025-05-15 00:00:00,305.073383012821,2x4,10,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-8 #4 SYP HT,2025-05-15 00:00:00,250.0,2x10,8,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-12 #4 SYP HT,2025-05-15 00:00:00,250.0,2x10,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X10-16 #4 SYP HT,2025-05-15 00:00:00,249.992486172307,2x10,16,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-8 #3 SYP KD-HT,2025-05-15 00:00:00,380.00536775251,2x4,8,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #3 SYP KD-HT,2025-05-15 00:00:00,375.0,2x4,12,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-8 #4 SYP HT,2025-05-15 00:00:00,235.0,2x6,8,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #4 SYP KD-HT,2025-05-15 00:00:00,300.004242141433,2x4,10,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #4 SYP HT,2025-05-15 06:00:00,305.0,2x6,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-10 #4 SYP HT,2025-05-15 06:00:00,305.0,2x6,10,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-12 #4 SYP HT,2025-05-15 06:00:00,305.0,2x6,12,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-14 #4 SYP HT,2025-05-15 06:00:00,305.0,2x6,14,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-16 #4 SYP HT,2025-05-15 06:00:00,305.0,2x6,16,4
West,"Cal-Tex Lumber Co. (Nacogdoches, TX)",2X12-2 #4 SYP HT,2025-05-16 00:00:00,100.0,2x12,,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,367.0,2x4,12,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,325.424482590242,2x4,8,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-14 #4 SYP HT,2025-05-16 00:00:00,286.000171703297,2x6,14,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-10 #4 SYP HT,2025-05-16 00:00:00,347.3366546875,2x6,10,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-14 #4 SYP HT,2025-05-16 00:00:00,347.336662946429,2x6,14,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-16 #4 SYP HT,2025-05-16 00:00:00,347.33666015625,2x6,16,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #3 SYP KD-HT,2025-05-16 00:00:00,275.000014648438,2x6,16,3
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,305.0,2x4,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-10 #4 SYP KD-HT,2025-05-16 00:00:00,305.000024038462,2x4,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,305.0,2x4,12,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-14 #4 SYP HT,2025-05-16 00:00:00,305.052378499055,2x4,14,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-16 #4 SYP HT,2025-05-16 00:00:00,304.999978966346,2x4,16,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,303.091051998798,2x4,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-10 #4 SYP KD-HT,2025-05-16 00:00:00,303.0,2x4,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,303.0,2x4,12,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-14 #4 SYP HT,2025-05-16 00:00:00,303.052035033488,2x4,14,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-16 #4 SYP HT,2025-05-16 00:00:00,302.999977463942,2x4,16,4
West,"Georgia-Pacific Corp. (Camden, TX)",4X4-8 #4 SYP HT,2025-05-16 00:00:00,474.999484881265,4x4,8,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X12-8 #4 SYP HT,2025-05-16 00:00:00,255.0,2x12,8,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X12-10 #4 SYP HT,2025-05-16 00:00:00,255.0,2x12,10,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X12-12 #4 SYP HT,2025-05-16 00:00:00,255.0,2x12,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-10 #4 SYP HT,2025-05-16 00:00:00,260.788205295139,2x6,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-10 #4 SYP HT,2025-05-16 00:00:00,260.788205295139,2x6,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X6-8 #3 SYP KD-HT,2025-05-16 00:00:00,264.999980893342,2x6,8,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-16 #4 SYP HT,2025-05-16 00:00:00,250.007244523992,2x10,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-16 #4 SYP HT,2025-05-16 00:00:00,250.007244523992,2x10,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-6 #4 SYP HT,2025-05-16 00:00:00,315.278643382353,2x10,6,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-6 #4 SYP HT,2025-05-16 00:00:00,320.278191287879,2x12,6,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-8 #3 SYP KD-HT,2025-05-16 00:00:00,325.01273810457,2x4,8,3
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X6-10 #4 SYP HT,2025-05-16 00:00:00,260.875,2x6,10,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-8 #4 SYP HT,2025-05-16 00:00:00,286.071422143058,2x10,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2025-05-16 00:00:00,286.08034375,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-16 #4 SYP HT,2025-05-16 00:00:00,286.091564514239,2x10,16,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-8 #3 SYP KD-HT,2025-05-16 00:00:00,325.01273810457,2x4,8,3
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-6 #4 SYP HT,2025-05-16 00:00:00,270.0,2x6,6,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #4 SYP KD-HT,2025-05-16 00:00:00,320.005415517753,2x4,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,259.925384142594,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,260.0,2x4,12,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,242.666666666667,2x4,12,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-12 #4 SYP HT,2025-05-16 00:00:00,260.0,2x4,12,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #4 SYP HT,2025-05-16 00:00:00,259.966559347499,2x4,14,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,259.925384142594,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,259.925384142594,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-05-16 00:00:00,260.066007720697,2x4,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #4 SYP HT,2025-05-16 00:00:00,259.966516419833,2x4,14,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #3 SYP KD-HT,2025-05-16 00:00:00,375.0,2x4,12,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-10 #3 SYP KD-HT,2025-05-16 00:00:00,250.0,2x6,10,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #4 SYP HT,2025-05-16 00:00:00,319.008383665375,2x4,16,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #4 SYP HT,2025-05-16 00:00:00,319.008383665375,2x4,16,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-8 #4 SYP HT,2025-05-16 00:00:00,315.004080721164,2x4,8,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #4 SYP KD-HT,2025-05-16 00:00:00,300.004242141433,2x4,10,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2025-05-19 00:00:00,425.0,4x4,8,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2025-05-19 00:00:00,425.021137968765,4x4,8,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2025-05-19 00:00:00,425.0,4x4,8,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-16 #3 SYP KD-HT,2025-05-19 00:00:00,475.00020487605,2x4,16,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-14 #3 SYP KD-HT,2025-05-19 00:00:00,275.0,2x6,14,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2025-05-19 00:00:00,255.000016927083,2x6,10,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-8 #4 SYP HT,2025-05-19 00:00:00,300.000017089844,2x8,8,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-10 #4 SYP HT,2025-05-19 00:00:00,300.0,2x8,10,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-12 #4 SYP HT,2025-05-19 00:00:00,299.999988606771,2x8,12,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X8-16 #4 SYP HT,2025-05-19 00:00:00,299.999988606771,2x8,16,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X12-12 #4 SYP HT,2025-05-19 00:00:00,299.99998828125,2x12,12,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X12-14 #4 SYP HT,2025-05-19 00:00:00,299.999979352679,2x12,14,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X12-16 #4 SYP HT,2025-05-19 00:00:00,300.000018066406,2x12,16,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-4 #4 SYP KD-HT,2025-05-19 00:00:00,250.0,2x6,,4
Central,"Mid South Lumber, Inc (Meridian, MS)",2X4-16 #4 SYP HT,2025-05-19 00:00:00,300.004097521,2x4,16,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-8 #3 SYP KD-HT,2025-05-19 00:00:00,285.0,2x8,8,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-12 #3 SYP KD-HT,2025-05-19 00:00:00,284.999986478365,2x8,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X4-8 #3 SYP KD-HT,2025-05-19 00:00:00,325.0,2x4,8,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-14 #3 SYP KD-HT,2025-05-19 00:00:00,285.0,2x8,14,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-12 #3 SYP KD-HT,2025-05-19 00:00:00,285.0,2x8,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-10 #3 SYP KD-HT,2025-05-19 00:00:00,285.027820099619,2x8,10,3
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-8 #4 SYP HT,2025-05-19 00:00:00,415.0,4x4,8,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-10 #4 SYP HT,2025-05-19 00:00:00,415.049903834595,4x4,10,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2025-05-19 00:00:00,415.0,4x4,12,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-8 #4 SYP HT,2025-05-19 00:00:00,414.993870284401,4x4,8,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2025-05-19 00:00:00,415.0,4x4,12,4
West,"Weyerhaeuser NR Company (Dodson, LA)",2X6-10 #3 SYP KD-HT,2025-05-19 00:00:00,245.0,2x6,10,3
West,"Weyerhaeuser NR Company (Dierks, AR)",2X12-4 #4 SYP HT,2025-05-19 00:00:00,245.0,2x12,,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-4 #4 SYP HT,2025-05-19 00:00:00,252.958000409752,2x4,,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-4 #4 SYP HT,2025-05-19 00:00:00,265.0,2x4,,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X6-10 #3 SYP KD-HT,2025-05-19 00:00:00,232.105263157895,2x6,10,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-8 #3 SYP KD-HT,2025-05-19 00:00:00,284.999982591712,2x8,8,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-8 #3 SYP KD-HT,2025-05-19 00:00:00,325.01273810457,2x4,8,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X4-8 #3 SYP KD-HT,2025-05-19 00:00:00,325.01273810457,2x4,8,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X6-8 #3 SYP KD-HT,2025-05-19 00:00:00,264.999980893342,2x6,8,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X12-8 #4 SYP HT,2025-05-19 00:00:00,301.174736328125,2x12,8,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X12-12 #4 SYP HT,2025-05-19 00:00:00,301.174259114583,2x12,12,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X12-16 #4 SYP HT,2025-05-19 00:00:00,301.174736328125,2x12,16,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-16 #4 SYP HT,2025-05-19 00:00:00,265.845667107001,2x10,16,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-16 #4 SYP HT,2025-05-19 00:00:00,265.845667107001,2x10,16,4
West,"West Fraser Mills Ltd. (Russellville, AR)",6X6-8 #4 SYP HT,2025-05-19 00:00:00,325.0,6x6,8,4
West,"West Fraser Mills Ltd. (Russellville, AR)",6X6-12 #4 SYP HT,2025-05-19 00:00:00,300.000013563368,6x6,12,4
West,"West Fraser Mills Ltd. (Russellville, AR)",6X6-16 #4 SYP HT,2025-05-19 00:00:00,300.000013563368,6x6,16,4
West,"West Fraser Mills Ltd. (Russellville, AR)",6X6-12 #4 SYP HT,2025-05-19 00:00:00,300.000013888889,6x6,12,4
West,"West Fraser Mills Ltd. (Russellville, AR)",6X6-12 #4 SYP HT,2025-05-19 00:00:00,300.0,6x6,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-10 #4 SYP KD-HT,2025-05-19 00:00:00,365.0,2x4,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-12 #4 SYP HT,2025-05-19 00:00:00,365.0,2x4,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-14 #4 SYP HT,2025-05-19 00:00:00,365.016097875081,2x4,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-16 #4 SYP HT,2025-05-19 00:00:00,364.943668319063,2x4,16,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-8 #4 SYP HT,2025-05-19 00:00:00,285.0,2x6,8,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-10 #4 SYP HT,2025-05-19 00:00:00,285.0,2x6,10,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-12 #4 SYP HT,2025-05-19 00:00:00,285.0,2x6,12,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-14 #4 SYP HT,2025-05-19 00:00:00,285.0,2x6,14,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-16 #4 SYP HT,2025-05-19 00:00:00,285.0,2x6,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #3 SYP KD-HT,2025-05-19 00:00:00,290.0,2x6,10,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-16 #4 SYP HT,2025-05-19 00:00:00,240.000015536222,2x6,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-8 #3 SYP KD-HT,2025-05-19 00:00:00,284.999986328125,2x8,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-10 #3 SYP KD-HT,2025-05-19 00:00:00,285.044538209095,2x8,10,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-14 #3 SYP KD-HT,2025-05-19 00:00:00,285.0,2x8,14,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-8 #4 SYP HT,2025-05-19 00:00:00,270.0,2x8,8,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-10 #4 SYP HT,2025-05-19 00:00:00,270.0,2x8,10,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-16 #4 SYP HT,2025-05-19 00:00:00,270.0,2x8,16,4
Central,"Great Southern Wood Preserving (Abbeville, AL)",4X4-2 #4 SYP HT,2025-05-19 00:00:00,335.359693877551,4x4,,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-19 00:00:00,272.310753380554,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-19 00:00:00,272.310753380554,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-05-19 00:00:00,260.066007720697,2x4,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #4 SYP HT,2025-05-19 00:00:00,259.966559347499,2x4,14,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-05-19 00:00:00,259.925384142594,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-05-19 00:00:00,260.066007720697,2x4,10,4
West,"Warren Timbers Company, LLC (Warren, AR)",6X6-10 #4 SYP HT,2025-05-19 00:00:00,410.0,6x6,10,4
Central,"Two Rivers Lumber Company, LLC (Demopolis, AL)",2X6-8 #3 SYP KD-HT,2025-05-19 00:00:00,274.999981742527,2x6,8,3
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-12 #4 SYP HT,2025-05-19 00:00:00,290.000012586806,2x6,12,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-8 #4 SYP HT,2025-05-19 00:00:00,364.999975961539,2x4,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-10 #4 SYP KD-HT,2025-05-19 00:00:00,365.045077533357,2x4,10,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-12 #4 SYP HT,2025-05-19 00:00:00,365.0,2x4,12,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-14 #4 SYP HT,2025-05-19 00:00:00,365.0,2x4,14,4
Central,"Gloster Forest Products (Gloster, MS)",2X4-16 #4 SYP HT,2025-05-19 00:00:00,364.999975961539,2x4,16,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2025-05-20 00:00:00,425.0,4x4,8,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-12 #3 SYP KD-HT,2025-05-20 00:00:00,225.00001953125,2x6,12,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #3 SYP KD-HT,2025-05-20 00:00:00,274.999988141741,2x6,16,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-8 #3 SYP KD-HT,2025-05-20 00:00:00,245.0,2x6,8,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #3 SYP KD-HT,2025-05-20 00:00:00,275.000014648438,2x6,16,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #3 SYP KD-HT,2025-05-20 00:00:00,275.000014648438,2x6,16,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-8 #3 SYP KD-HT,2025-05-20 00:00:00,325.000013020833,2x8,8,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-10 #3 SYP KD-HT,2025-05-20 00:00:00,305.079421724407,2x8,10,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-16 #3 SYP KD-HT,2025-05-20 00:00:00,315.019227247757,2x8,16,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-10 #3 SYP KD-HT,2025-05-20 00:00:00,305.039692668316,2x8,10,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-14 #3 SYP KD-HT,2025-05-20 00:00:00,310.00001922123,2x8,14,3
Central,"Hood Industries, Inc (Waynesboro, MS)",2X10-4 #4 SYP HT,2025-05-20 00:00:00,225.070446428571,2x10,,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-8 #4 SYP HT,2025-05-20 00:00:00,265.0,2x8,8,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-12 #4 SYP HT,2025-05-20 00:00:00,265.0,2x8,12,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-14 #4 SYP HT,2025-05-20 00:00:00,265.0,2x8,14,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-16 #4 SYP HT,2025-05-20 00:00:00,265.0,2x8,16,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-10 #4 SYP HT,2025-05-20 00:00:00,265.0,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-8 #4 SYP HT,2025-05-20 00:00:00,299.999987955729,2x8,8,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #4 SYP HT,2025-05-20 00:00:00,300.0,2x8,10,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #4 SYP HT,2025-05-20 00:00:00,300.0,2x8,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-14 #4 SYP HT,2025-05-20 00:00:00,300.000013020833,2x8,14,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #4 SYP HT,2025-05-20 00:00:00,299.999988606771,2x8,16,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-16 #4 SYP HT,2025-05-20 00:00:00,300.0,2x8,16,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-8 #4 SYP HT,2025-05-20 00:00:00,283.163591426258,2x10,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2025-05-20 00:00:00,283.214285714286,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2025-05-20 00:00:00,283.214285714286,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-14 #4 SYP HT,2025-05-20 00:00:00,283.214285714286,2x10,14,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-16 #4 SYP HT,2025-05-20 00:00:00,283.213177876728,2x10,16,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-14 #4 SYP HT,2025-05-20 00:00:00,283.2353,2x10,14,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-12 #4 SYP HT,2025-05-20 00:00:00,283.23530234375,2x10,12,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X12-8 #4 SYP HT,2025-05-20 00:00:00,301.174404296875,2x12,8,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X12-16 #3 SYP KD-HT,2025-05-20 00:00:00,290.000011097301,2x12,16,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-16 #4 SYP HT,2025-05-20 00:00:00,265.731943630611,2x10,16,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-8 #4 SYP HT,2025-05-20 00:00:00,265.76313017659,2x10,8,4
West,"West Fraser Mills Ltd (New Boston, TX)",2X12-8 #4 SYP HT,2025-05-20 00:00:00,338.372395833333,2x12,8,4
