mill,product,count
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 12ft,20
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 14ft,19
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 12ft,18
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 6ft,18
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 12ft,18
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 8ft,18
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 16ft,18
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #3 | 8ft,16
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 10ft,16
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #3 | 10ft,16
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | <NA>ft,16
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #3 | 12ft,15
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 8ft,14
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 10ft,14
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #3 | 12ft,13
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #3 | 10ft,12
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | <NA>ft,12
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #3 | 16ft,12
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 14ft,11
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 8ft,11
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 10ft,10
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 16ft,10
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 8ft,10
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #3 | 16ft,9
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 14ft,9
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 12ft,9
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #3 | 14ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #3 | 10ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 6ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 14ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 12ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 14ft,8
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #3 | 12ft,7
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #3 | 14ft,6
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | 6ft,6
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 6ft,6
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #3 | 14ft,5
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 10ft,4
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | <NA>ft,4
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #4 | 6ft,2
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #3 | 16ft,1
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #3 | 14ft,1
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #4 | <NA>ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | <NA>ft,183
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 10ft,47
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 16ft,34
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 8ft,29
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 12ft,18
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 20ft,16
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 10ft,16
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 14ft,16
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 16ft,13
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 16ft,12
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 14ft,11
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 12ft,10
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 12ft,10
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 8ft,10
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 12ft,10
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | <NA>ft,9
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 14ft,8
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 16ft,7
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | 12ft,6
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | 14ft,6
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | 8ft,6
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | 10ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | <NA>ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 10ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 8ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 10ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 10ft,5
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 12ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 14ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | <NA>ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 10ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 18ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | 16ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 12ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 14ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 18ft,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 10ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 8ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 16ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 18ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 20ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 16ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 20ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 8ft,3
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 12ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 8ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 8ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 12ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 6ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 16ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 12ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 8ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 6ft,2
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 10ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 14ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 20ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 16ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 8ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 14ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 14ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 16ft,1
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 18ft,1
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #3 | 12ft,57
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 10ft,35
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 12ft,35
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 8ft,32
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #3 | 10ft,16
"Weyerhaeuser NR Company (Holden, LA)",4x4 | #3 | 8ft,16
"Weyerhaeuser NR Company (Holden, LA)",4x4 | #4 | 8ft,2
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 7ft,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 16ft,46
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 12ft,42
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 14ft,37
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 8ft,36
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 10ft,25
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 8ft,23
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 8ft,22
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 8ft,21
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 16ft,19
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 12ft,18
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 12ft,16
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 8ft,15
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 10ft,14
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 16ft,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 12ft,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 8ft,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 14ft,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 14ft,12
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 14ft,11
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 16ft,11
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 12ft,10
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 18ft,10
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 14ft,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 12ft,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 8ft,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 10ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 10ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 12ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 14ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 16ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 8ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 16ft,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | <NA>ft,7
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 10ft,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 10ft,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 16ft,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 6ft,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 20ft,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | <NA>ft,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | <NA>ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 18ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 12ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 16ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 14ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 10ft,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 10ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 14ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 10ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 16ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 14ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 16ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 8ft,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 6ft,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | <NA>ft,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 10ft,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 14ft,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 6ft,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 20ft,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 8ft,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 12ft,1
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 8ft,71
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #3 | 8ft,40
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #3 | 8ft,26
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 16ft,23
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 8ft,22
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 8ft,21
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 8ft,20
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 8ft,19
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 8ft,14
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 12ft,13
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 16ft,12
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 14ft,11
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 8ft,11
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 16ft,10
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 8ft,9
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 10ft,9
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 16ft,9
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 10ft,8
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 12ft,8
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 12ft,8
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 14ft,8
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 12ft,8
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 14ft,7
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 10ft,7
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 12ft,7
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 14ft,6
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 16ft,6
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 14ft,6
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 12ft,6
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 14ft,5
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 12ft,5
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 14ft,5
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 16ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 10ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 16ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 10ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 10ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 16ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | <NA>ft,4
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #3 | 12ft,3
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 12ft,2
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 10ft,2
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 20ft,1
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #3 | 12ft,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 8ft,113
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 8ft,42
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 8ft,42
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 12ft,31
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | <NA>ft,28
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 14ft,24
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 8ft,24
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 8ft,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 12ft,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 8ft,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 10ft,22
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 10ft,21
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 12ft,20
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 14ft,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | <NA>ft,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 10ft,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 12ft,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 14ft,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 10ft,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 12ft,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 16ft,17
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 8ft,17
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 10ft,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 16ft,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 16ft,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 8ft,15
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 16ft,15
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 8ft,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 16ft,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 14ft,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 12ft,13
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 14ft,11
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | <NA>ft,11
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 16ft,10
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 12ft,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 12ft,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 8ft,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 14ft,8
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 10ft,7
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 10ft,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 10ft,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 14ft,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 16ft,5
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 16ft,5
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 12ft,4
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 10ft,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | <NA>ft,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 12ft,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 14ft,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 16ft,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 16ft,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 14ft,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 10ft,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 18ft,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | <NA>ft,1
"WoodPerfect (Albertville, AL)",2x4 | #3 | 10ft,1
"WoodPerfect (Albertville, AL)",2x8 | #4 | 8ft,1
"WoodPerfect (Boaz, AL)",2x8 | #4 | 8ft,3
"WoodPerfect (Boaz, AL)",2x4 | #4 | 8ft,2
"WoodPerfect (Boaz, AL)",2x6 | #4 | 8ft,1
