mill,product,count
"Interfor US, Inc (Dequincy, LA)",2x4 | #3 | 10ft,11
"Interfor US, Inc (Dequincy, LA)",2x4 | #4 | 14ft,3
"Interfor US, Inc (Dequincy, LA)",2x6 | #3 | 10ft,2
"Interfor US, Inc (Dequincy, LA)",2x6 | #3 | 8ft,2
"Interfor US, Inc (Dequincy, LA)",2x12 | #3 | 10ft,1
"Interfor US, Inc (Dequincy, LA)",2x12 | #3 | 12ft,1
"Interfor US, Inc (Dequincy, LA)",2x12 | #3 | 14ft,1
"Interfor US, Inc (Dequincy, LA)",2x12 | #3 | 16ft,1
"Interfor US, Inc (Dequincy, LA)",2x12 | #3 | 8ft,1
"Interfor US, Inc (Dequincy, LA)",2x4 | #3 | 14ft,1
"Interfor US, Inc (Dequincy, LA)",2x4 | #3 | 16ft,1
"Interfor US, Inc (Dequincy, LA)",2x4 | #4 | 6ft,1
"Interfor US, Inc (Dequincy, LA)",2x4 | #4 | <NA>ft,1
"Interfor US, Inc (Dequincy, LA)",2x6 | #3 | 12ft,1
"Interfor US, Inc (Dequincy, LA)",2x6 | #3 | 14ft,1
"Interfor US, Inc (Dequincy, LA)",2x6 | #3 | 16ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #3 | 10ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #3 | 12ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #3 | 14ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #3 | 16ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #3 | 8ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #4 | 10ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #4 | 16ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #4 | 6ft,1
"Interfor US, Inc (Dequincy, LA)",2x8 | #4 | 8ft,1
"Interfor US, Inc (Eatonton, GA)",2x4 | #3 | 10ft,1
"Interfor US, Inc (Eatonton, GA)",2x4 | #3 | 12ft,1
"Interfor US, Inc (Eatonton, GA)",2x4 | #3 | 14ft,1
"Interfor US, Inc (Eatonton, GA)",2x4 | #3 | 8ft,1
"Interfor US, Inc (Eatonton, GA)",2x4 | #4 | 14ft,1
"Interfor US, Inc (Monticello, AR)",2x4 | #4 | 8ft,17
"Interfor US, Inc (Monticello, AR)",2x4 | #3 | 8ft,3
"Interfor US, Inc (Monticello, AR)",2x4 | #4 | 10ft,3
"Interfor US, Inc (Monticello, AR)",2x6 | #4 | 8ft,2
"Interfor US, Inc (Monticello, AR)",2x4 | #4 | 6ft,1
"Interfor US, Inc (Perry, GA)",2x4 | #4 | 10ft,6
"Interfor US, Inc (Perry, GA)",2x10 | #4 | 14ft,5
"Interfor US, Inc (Perry, GA)",2x4 | #4 | 12ft,5
"Interfor US, Inc (Perry, GA)",2x4 | #4 | 16ft,5
"Interfor US, Inc (Perry, GA)",2x4 | #4 | 8ft,5
"Interfor US, Inc (Perry, GA)",2x10 | #4 | 12ft,4
"Interfor US, Inc (Perry, GA)",2x4 | #4 | 14ft,4
"Interfor US, Inc (Perry, GA)",2x10 | #4 | 10ft,3
"Interfor US, Inc (Perry, GA)",2x10 | #4 | 16ft,3
"Interfor US, Inc (Perry, GA)",2x8 | #3 | 12ft,3
"Interfor US, Inc (Perry, GA)",2x12 | #4 | <NA>ft,1
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 10ft,5
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 16ft,5
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 8ft,5
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 12ft,4
"Interfor US, Inc (Preston, GA)",2x10 | #3 | 10ft,2
"Interfor US, Inc (Preston, GA)",2x10 | #3 | 12ft,2
"Interfor US, Inc (Preston, GA)",2x10 | #3 | 14ft,2
"Interfor US, Inc (Preston, GA)",2x10 | #3 | 16ft,2
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 14ft,2
"Interfor US, Inc (Preston, GA)",2x12 | #4 | <NA>ft,1
"Interfor US, Inc (Preston, GA)",2x4 | #3 | 10ft,1
"Interfor US, Inc (Preston, GA)",2x4 | #3 | 8ft,1
"Interfor US, Inc (Preston, GA)",2x4 | #4 | 6ft,1
"Interfor US, Inc (Preston, GA)",2x8 | #3 | 12ft,1
"Interfor US, Inc (Preston, GA)",2x8 | #3 | 8ft,1
"Interfor US, Inc (Swainsboro, GA)",2x4 | #4 | 10ft,15
"Interfor US, Inc (Swainsboro, GA)",2x4 | #4 | 8ft,15
"Interfor US, Inc (Swainsboro, GA)",2x4 | #4 | 12ft,13
"Interfor US, Inc (Swainsboro, GA)",2x4 | #4 | 14ft,11
"Interfor US, Inc (Swainsboro, GA)",2x4 | #4 | 16ft,10
"Interfor US, Inc (Thomaston, GA)",2x8 | #3 | 8ft,1
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | 16ft,10
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | 8ft,9
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | 10ft,7
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | 12ft,7
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | 14ft,6
"Jack Batte and Sons, Inc. (Forest, MS)",6x6 | #4 | 10ft,3
"Jack Batte and Sons, Inc. (Forest, MS)",6x6 | #4 | 12ft,2
"Jack Batte and Sons, Inc. (Forest, MS)",4x6 | #4 | <NA>ft,1
"Jack Batte and Sons, Inc. (Forest, MS)",6x6 | #4 | 8ft,1
"Jack Batte and Sons, Inc. (Forest, MS)",6x6 | #4 | <NA>ft,1
"Jasper Lumber Co, Inc (Jasper, AL)",2x4 | #3 | 8ft,2
"Jasper Lumber Co, Inc (Jasper, AL)",2x6 | #3 | 8ft,1
"Jordan Lumber & Supply, Inc (Mt. Gilead, NC)",2x6 | #4 | <NA>ft,1
"King Lumber - Lincoln Lumber Miss. LLC DBA (Forest, MS)",1x4 | #3 | 14ft,1
"King Lumber - Lincoln Lumber Miss. LLC DBA (Forest, MS)",1x4 | #3 | 8ft,1
"King Lumber - Lincoln Lumber Miss. LLC DBA (Forest, MS)",1x6 | #3 | 12ft,1
"KyKenKee, Inc (Vance, AL)",4x4 | #4 | 10ft,5
"KyKenKee, Inc (Vance, AL)",4x4 | #4 | 8ft,5
"KyKenKee, Inc (Vance, AL)",4x4 | #3 | 8ft,2
"KyKenKee, Inc (Vance, AL)",1x4 | #4 | 8ft,1
"KyKenKee, Inc (Vance, AL)",2x4 | #4 | 8ft,1
"KyKenKee, Inc (Vance, AL)",4x4 | #4 | 12ft,1
"KyKenKee, Inc (Vance, AL)",6x6 | #4 | 8ft,1
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #3 | 8ft,103
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #3 | 10ft,52
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #4 | 10ft,45
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #3 | 10ft,41
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #3 | 8ft,31
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #4 | 16ft,20
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #4 | 8ft,20
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #4 | 10ft,19
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #4 | 12ft,18
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #3 | 12ft,14
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #4 | 8ft,14
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #4 | 14ft,13
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #4 | 16ft,13
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #3 | 20ft,7
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 10ft,6
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #4 | 16ft,6
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #4 | 12ft,5
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #4 | 10ft,5
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #4 | 12ft,5
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #4 | 8ft,5
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #3 | 12ft,4
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 8ft,4
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #4 | 14ft,3
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 14ft,3
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #4 | 14ft,3
"LaSalle Lumber Company, LLC (Olla, LA)",2x6 | #3 | 18ft,2
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 12ft,2
"LaSalle Lumber Company, LLC (Olla, LA)",2x4 | #3 | 14ft,1
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 18ft,1
"LaSalle Lumber Company, LLC (Olla, LA)",2x8 | #3 | 20ft,1
"Leesville Lumber (Leesville, LA)",2x4 | #3 | 10ft,4
"Leesville Lumber (Leesville, LA)",2x4 | #3 | 12ft,1
"Leesville Lumber (Leesville, LA)",2x4 | #3 | 14ft,1
"Leesville Lumber (Leesville, LA)",2x4 | #3 | 8ft,1
"Littrell Lumber Mill, Inc (Decatur, AL)",6x6 | #4 | 10ft,3
"Littrell Lumber Mill, Inc (Decatur, AL)",6x6 | #4 | 12ft,3
"Littrell Lumber Mill, Inc (Decatur, AL)",6x6 | #4 | 8ft,3
"Littrell Lumber Mill, Inc (Decatur, AL)",1x4 | #4 | <NA>ft,1
"Littrell Lumber Mill, Inc (Decatur, AL)",1x6 | #4 | <NA>ft,1
"M C Dixon Lumber Co, Inc (Eufaula, AL)",4x4 | #4 | 8ft,1
"Martco Limited Partnership - Plywood Div (Chopin, LA)",6x6 | #4 | 8ft,35
"Meadwestvaco Corporation (Cottonton, AL)",4x5 | #4 | 8ft,5
"Meadwestvaco Corporation (Cottonton, AL)",6x6 | #3 | 12ft,5
"Meadwestvaco Corporation (Cottonton, AL)",6x6 | #4 | <NA>ft,4
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | 12ft,3
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | 16ft,3
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | 8ft,3
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #3 | 16ft,2
"Meadwestvaco Corporation (Cottonton, AL)",6x6 | #3 | 10ft,2
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #3 | 12ft,1
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #3 | 8ft,1
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | 10ft,1
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | 6ft,1
"Meadwestvaco Corporation (Cottonton, AL)",4x6 | #4 | <NA>ft,1
"Meadwestvaco Corporation (Cottonton, AL)",6x6 | #3 | 16ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 8ft,17
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 16ft,13
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 16ft,8
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 14ft,7
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | <NA>ft,7
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #3 | 8ft,6
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 12ft,4
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 14ft,4
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 10ft,3
"Mid South Lumber, Inc (Meridian, MS)",2x4 | #4 | 6ft,3
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #3 | 16ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 10ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 12ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 6ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | 8ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x6 | #4 | <NA>ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x8 | #4 | 10ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x8 | #4 | 14ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x8 | #4 | 8ft,1
"Mid South Lumber, Inc (Meridian, MS)",2x8 | #4 | <NA>ft,1
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | 8ft,31
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | 6ft,13
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | 12ft,12
"Mission Forest Products, LP (Corinth, MS)",2x4 | #3 | 10ft,11
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | 10ft,10
"Mission Forest Products, LP (Corinth, MS)",2x4 | #3 | 8ft,7
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | 14ft,7
"Mission Forest Products, LP (Corinth, MS)",2x6 | #3 | 8ft,6
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | 8ft,6
"Mission Forest Products, LP (Corinth, MS)",2x8 | #4 | 12ft,4
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | 16ft,3
"Mission Forest Products, LP (Corinth, MS)",2x4 | #3 | 14ft,2
"Mission Forest Products, LP (Corinth, MS)",2x4 | #4 | <NA>ft,2
"Mission Forest Products, LP (Corinth, MS)",2x6 | #3 | 10ft,2
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | 10ft,2
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | 14ft,2
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | <NA>ft,2
"Mission Forest Products, LP (Corinth, MS)",2x8 | #4 | 8ft,2
"Mission Forest Products, LP (Corinth, MS)",2x4 | #3 | 16ft,1
"Mission Forest Products, LP (Corinth, MS)",2x6 | #3 | 14ft,1
"Mission Forest Products, LP (Corinth, MS)",2x6 | #4 | 12ft,1
"Mission Forest Products, LP (Corinth, MS)",2x8 | #4 | 10ft,1
"Mission Forest Products, LP (Corinth, MS)",2x8 | #4 | 6ft,1
"Mission Forest Products, LP (Corinth, MS)",2x8 | #4 | <NA>ft,1
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #4 | 8ft,37
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #4 | 12ft,29
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #4 | 10ft,25
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #4 | 14ft,23
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #4 | 16ft,17
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #4 | 8ft,12
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #4 | 10ft,11
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #4 | 12ft,11
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #4 | 14ft,11
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #4 | 16ft,10
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #3 | 8ft,5
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x6 | #4 | 10ft,4
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x6 | #4 | 8ft,4
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x4 | #4 | 10ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x4 | #4 | 12ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x4 | #4 | 14ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x4 | #4 | 8ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x6 | #4 | 12ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x6 | #4 | 14ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x6 | #4 | 16ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #3 | 12ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #3 | 14ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #3 | 16ft,3
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2x4 | #4 | 16ft,2
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x4 | #3 | 10ft,2
"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4x6 | #3 | 12ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #3 | 12ft,2
"Potlatch Land & Lumber, LLC (Ola, AR)",2x6 | #3 | 10ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #3 | 10ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #3 | 14ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #3 | 8ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #4 | 12ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #4 | 16ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",2x8 | #4 | 8ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",4x6 | #4 | 6ft,1
"Potlatch Land & Lumber, LLC (Ola, AR)",4x6 | #4 | <NA>ft,1
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x6 | #4 | 10ft,2
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x12 | #4 | 16ft,1
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x6 | #3 | 8ft,1
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x6 | #4 | 14ft,1
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x8 | #3 | 8ft,1
"Potlatch Land & Lumber, LLC (Waldo, AR)",2x8 | #4 | 12ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x8 | #3 | 8ft,4
"Potlatch Land & Lumber, LLC (Warren, AR)",2x12 | #4 | 10ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x12 | #4 | 12ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x12 | #4 | 14ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x12 | #4 | 16ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x12 | #4 | 8ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x6 | #4 | 10ft,1
"Potlatch Land & Lumber, LLC (Warren, AR)",2x8 | #3 | 10ft,1
"Randy Miller Lumber Co, Inc (Wilkesboro, NC)",1x4 | #3 | 10ft,1
"Randy Miller Lumber Co, Inc (Wilkesboro, NC)",1x4 | #3 | 12ft,1
"Randy Miller Lumber Co, Inc (Wilkesboro, NC)",1x4 | #3 | 16ft,1
"Resolute FP US, Inc (Glenwood, AR)",2x8 | #3 | 12ft,1
"Resolute FP US, Inc (Glenwood, AR)",2x8 | #3 | 14ft,1
"Resolute FP US, Inc (Glenwood, AR)",2x8 | #3 | 16ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #4 | 8ft,5
"Rex Lumber Troy, LLC (Troy, AL)",2x12 | #3 | 8ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #3 | 10ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #3 | 12ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #3 | 14ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #3 | 16ft,1
"Rex Lumber Troy, LLC (Troy, AL)",2x6 | #3 | 8ft,1
"Rex Lumber-Brookhaven (Brookhaven, MS)",2x6 | #3 | 8ft,3
"Rex Lumber-Brookhaven (Brookhaven, MS)",2x4 | #4 | 8ft,2
"Rex Lumber-Brookhaven (Brookhaven, MS)",2x4 | #4 | 10ft,1
"Rex Lumber-Brookhaven (Brookhaven, MS)",2x4 | #4 | 12ft,1
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x12 | #4 | <NA>ft,20
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x8 | #4 | <NA>ft,7
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x12 | #4 | 6ft,3
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x10 | #4 | <NA>ft,2
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x8 | #4 | 6ft,2
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x10 | #4 | 10ft,1
"Shuqualak Lumber Co., Inc. (Shuqualak, MS)",2x10 | #4 | 6ft,1
"Snider Industries, LLP (Marshall, TX)",1x12 | #3 | 14ft,2
"Snider Industries, LLP (Marshall, TX)",1x4 | #3 | 10ft,2
"Snider Industries, LLP (Marshall, TX)",1x8 | #3 | 14ft,2
"Snider Industries, LLP (Marshall, TX)",1x10 | #3 | 14ft,1
"Snider Industries, LLP (Marshall, TX)",1x12 | #3 | 16ft,1
"Snider Industries, LLP (Marshall, TX)",1x8 | #3 | 12ft,1
"Snider Industries, LLP (Marshall, TX)",1x8 | #3 | 16ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",6x6 | #4 | 16ft,26
"Southeast Forest Products Mfg, Inc (Louisville, AL)",6x6 | #4 | 12ft,5
"Southeast Forest Products Mfg, Inc (Louisville, AL)",6x6 | #4 | 10ft,4
"Southeast Forest Products Mfg, Inc (Louisville, AL)",6x6 | #4 | 14ft,4
"Southeast Forest Products Mfg, Inc (Louisville, AL)",4x4 | #4 | <NA>ft,3
"Southeast Forest Products Mfg, Inc (Louisville, AL)",2x4 | #3 | 10ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",2x4 | #4 | <NA>ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",2x6 | #4 | 16ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",4x4 | #4 | 10ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",4x6 | #4 | 14ft,1
"Southeast Forest Products Mfg, Inc (Louisville, AL)",4x6 | #4 | 8ft,1
"Southeastern Timber Products, LLC (Ackerman, MS)",4x6 | #4 | 10ft,42
"Southeastern Timber Products, LLC (Ackerman, MS)",4x6 | #4 | 8ft,37
"Southeastern Timber Products, LLC (Ackerman, MS)",4x6 | #4 | 12ft,36
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 10ft,27
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 12ft,26
"Southeastern Timber Products, LLC (Ackerman, MS)",4x6 | #4 | 16ft,24
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 8ft,23
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 14ft,22
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 16ft,22
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 10ft,20
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 12ft,20
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 16ft,20
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 14ft,17
"Southeastern Timber Products, LLC (Ackerman, MS)",4x6 | #4 | 14ft,16
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 8ft,10
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #3 | 16ft,9
"Southeastern Timber Products, LLC (Ackerman, MS)",2x6 | #4 | 16ft,9
"Southeastern Timber Products, LLC (Ackerman, MS)",2x6 | #4 | 8ft,9
"Southeastern Timber Products, LLC (Ackerman, MS)",2x6 | #4 | 10ft,8
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | <NA>ft,8
"Southeastern Timber Products, LLC (Ackerman, MS)",2x6 | #4 | 12ft,7
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #3 | 10ft,3
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #3 | 12ft,2
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #3 | 8ft,2
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | 6ft,2
"Southeastern Timber Products, LLC (Ackerman, MS)",2x4 | #4 | <NA>ft,2
"Southeastern Timber Products, LLC (Ackerman, MS)",2x6 | #3 | 10ft,2
"Southeastern Timber Products, LLC (Ackerman, MS)",4x4 | #4 | 6ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | <NA>ft,11
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | 12ft,4
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #3 | 8ft,3
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | 10ft,3
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | 14ft,3
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | 8ft,3
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #3 | 12ft,2
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #3 | 16ft,2
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #4 | 16ft,2
"Southern Lumber Company, Inc. (Hermanville, MS)",2x4 | #4 | 12ft,2
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #3 | 10ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #3 | 12ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #3 | 14ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #3 | 16ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #3 | 8ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x10 | #4 | 6ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #3 | 10ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x12 | #3 | 14ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x4 | #4 | 16ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x4 | #4 | 8ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x6 | #4 | 12ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x6 | #4 | 14ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x8 | #4 | 10ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x8 | #4 | 14ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x8 | #4 | 16ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x8 | #4 | 6ft,1
"Southern Lumber Company, Inc. (Hermanville, MS)",2x8 | #4 | 8ft,1
"Spanish Trails Lumber Company (Marianna, FL)",2x4 | #4 | 6ft,2
"Steely Lumber (Huntsville, TX)",1x4 | #4 | 12ft,1
"Steely Lumber (Huntsville, TX)",1x4 | #4 | 14ft,1
"Steely Lumber (Huntsville, TX)",1x4 | #4 | 16ft,1
"T R Miller Co, Inc. (Brewton, AL)",2x12 | #4 | <NA>ft,1
"Trimjoist Corporation (Columbus, MS)",2x4 | #4 | 8ft,8
"Trimjoist Corporation (Columbus, MS)",2x4 | #4 | <NA>ft,7
"Trimjoist Corporation (Columbus, MS)",2x4 | #4 | 6ft,2
