region,mill,item_description,dimension,length_ft,grade,date,delivered_cost_per_mbf
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-04-09 00:00:00,433.411744505495
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-04-09 00:00:00,330.000016927083
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-09 00:00:00,345.0
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-09 00:00:00,400.000042925824
East,"West Fraser Mills Ltd. (Newberry, SC)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-09 00:00:00,360.000043402778
East,"West Fraser Mills Ltd. (Newberry, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-09 00:00:00,324.999985988451
East,"West Fraser Mills Ltd. (Newberry, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-09 00:00:00,324.999985988451
East,"West Fraser Mills Ltd. (Newberry, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-09 00:00:00,324.999985988451
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-04-10 00:00:00,395.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-04-10 00:00:00,395.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-04-10 00:00:00,319.99998819987
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-04-10 00:00:00,314.999985139266
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-04-10 00:00:00,337.792438907939
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-04-10 00:00:00,337.792438907939
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-10 00:00:00,305.869565217391
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,433.928571428572
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,433.928571428572
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,398.75
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,394.999958554377
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,394.999958554377
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-11 00:00:00,388.392857142857
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-04-14 00:00:00,324.999982910156
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-04-14 00:00:00,330.032229709933
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-04-14 00:00:00,330.0
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-04-14 00:00:00,470.0
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-14 00:00:00,419.803987612947
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-14 #2 SYP Treated,6x6,14,2,2025-04-14 00:00:00,848.546505456349
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-16 #2 SYP Treated,6x6,16,2,2025-04-14 00:00:00,943.546569010417
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-12 #2 SYP Treated,2x6,12,2,2025-04-14 00:00:00,613.546526692708
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-04-14 00:00:00,578.54654296875
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-14 00:00:00,375.010261270914
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-14 00:00:00,375.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-14 00:00:00,375.010467320531
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-14 #2 SYP,4x6,14,2,2025-04-15 00:00:00,500.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-04-15 00:00:00,450.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-04-15 00:00:00,567.989583333333
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-04-15 00:00:00,410.00004451567
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-15 00:00:00,420.106863784839
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #2 SYP,4x6,14,2,2025-04-15 00:00:00,475.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-20 #2 Prime SYP KD-HT S4S,2x6,20,2,2025-04-15 00:00:00,407.944078947368
West,"Hatfield Lumber Co (Hatfield, AR)",2X4-16 #2 SYP Treated,2x4,16,2,2025-04-15 00:00:00,708.665221996845
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-16 #2 SYP Treated,2x6,16,2,2025-04-15 00:00:00,628.665205078125
West,"Hatfield Lumber Co (Hatfield, AR)",2X4-18 #2 SYP Treated,2x4,18,2,2025-04-15 00:00:00,648.665248397436
West,"Hatfield Lumber Co (Hatfield, AR)",2X4-18 #2 SYP Treated,2x4,18,2,2025-04-15 00:00:00,648.665252403846
West,"Hatfield Lumber Co (Hatfield, AR)",2X4-18 #2 SYP Treated,2x4,18,2,2025-04-15 00:00:00,648.665224358974
West,"Hatfield Lumber Co (Hatfield, AR)",2X4-18 #2 SYP Treated,2x4,18,2,2025-04-15 00:00:00,648.665249198718
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-18 #2 SYP Treated,2x6,18,2,2025-04-15 00:00:00,593.665238715278
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-18 #2 SYP Treated,2x6,18,2,2025-04-15 00:00:00,593.665234375
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-18 #2 SYP Treated,2x6,18,2,2025-04-15 00:00:00,593.665245659722
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-18 #2 SYP Treated,2x6,18,2,2025-04-15 00:00:00,593.665237847222
West,"Boise Building Solutions/Distribution (Tulsa, OK)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-15 00:00:00,506.09632034632
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-04-15 00:00:00,512.530270655271
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-04-15 00:00:00,444.942730199614
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-15 00:00:00,375.010467320531
Central,"Gloster Forest Products (Gloster, MS)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-15 00:00:00,355.0
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-15 00:00:00,283.043488875679
West,"Doman Lumber (Russellville, AR)",1X6-14 #2 SYP KD-HT S4S,1x6,14,2,2025-04-16 00:00:00,590.0
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-04-16 00:00:00,490.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-16 00:00:00,395.010714580071
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-16 00:00:00,375.00509056972
Central,"Gloster Forest Products (Gloster, MS)",2X10-16 #1 SYP KD-HT,2x10,16,1,2025-04-16 00:00:00,409.038438592005
Central,"Gloster Forest Products (Gloster, MS)",2X10-16 #1 SYP KD-HT,2x10,16,1,2025-04-16 00:00:00,449.936530258285
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-17 00:00:00,466.346153846154
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-17 00:00:00,534.4
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-17 00:00:00,571.45
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-17 00:00:00,571.260416666667
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-04-17 00:00:00,524.999958147321
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-17 00:00:00,419.803987612947
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-17 00:00:00,375.010467320531
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-17 00:00:00,394.999958554377
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-04-17 00:00:00,565.005408816371
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-04-17 00:00:00,375.010467320531
Central,"Gloster Forest Products (Gloster, MS)",2X10-16 #2 SYP KD-HT,2x10,16,2,2025-04-17 00:00:00,446.320207960453
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-16 #2 SYP,4x6,16,2,2025-04-18 00:00:00,495.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-04-18 00:00:00,360.972222222222
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-18 00:00:00,394.999958554377
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-21 00:00:00,362.240149456522
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-21 00:00:00,362.240149456522
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-21 00:00:00,300.0
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-21 00:00:00,362.240149456522
East,"Interfor US, Inc (Perry, GA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-04-21 00:00:00,388.40200390625
East,"Interfor US, Inc (Perry, GA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-04-21 00:00:00,383.401984863281
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-21 00:00:00,256.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-04-21 00:00:00,335.000020073785
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-21 00:00:00,398.75
Central,"Gloster Forest Products (Gloster, MS)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-21 00:00:00,420.10698680694
Central,"Gloster Forest Products (Gloster, MS)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-21 00:00:00,420.106863784839
Central,"Gloster Forest Products (Gloster, MS)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-21 00:00:00,379.464285714286
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,345.0
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-22 00:00:00,334.999986837636
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,345.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,500.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,446.428571428571
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,500.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,446.428571428571
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,410.714285714286
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,482.142857142857
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,500.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,500.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,464.285714285714
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-04-22 00:00:00,500.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-22 00:00:00,306.086956521739
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-22 00:00:00,320.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-22 00:00:00,306.086956521739
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,320.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,320.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,364.960069444444
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-22 00:00:00,320.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-04-22 00:00:00,360.972222222222
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-04-22 00:00:00,484.937566001288
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-04-22 00:00:00,440.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-04-22 00:00:00,449.999098449333
East,"Canfor Southern Pine (Estill, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-22 00:00:00,333.084239130435
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-04-23 00:00:00,505.00023378373
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-23 00:00:00,286.95652173913
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-8 #2 Prime SYP,2x6,8,2,2025-04-23 00:00:00,334.999986837636
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-23 00:00:00,345.0
Central,"Mid South Lumber, Inc (Meridian, MS)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-04-23 00:00:00,520.042614218398
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-04-23 00:00:00,534.999967447917
East,"Canfor Southern Pine (Estill, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-23 00:00:00,333.084239130435
East,"Canfor Southern Pine (Estill, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-24 00:00:00,333.084239130435
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-25 00:00:00,445.0
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-04-25 00:00:00,505.01879461329
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-25 00:00:00,315.652189622962
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,394.999958554377
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,394.999958554377
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,394.999958554377
East,"Canfor Southern Pine (Estill, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-25 00:00:00,333.084239130435
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,385.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,385.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,385.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-25 00:00:00,359.333333333333
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-26 00:00:00,375.00509056972
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-28 00:00:00,445.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-28 00:00:00,450.0
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-04-28 00:00:00,460.018406186145
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-04-28 00:00:00,465.018630554109
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-04-28 00:00:00,539.423076923077
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-28 00:00:00,598.5
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-28 00:00:00,598.5
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-28 00:00:00,598.5
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-28 00:00:00,598.5
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,490.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,478.863636363636
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,467.727272727273
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,490.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,490.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-28 00:00:00,570.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-04-28 00:00:00,529.615384615385
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-04-28 00:00:00,467.727272727273
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-28 00:00:00,375.00509056972
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-28 00:00:00,394.999958554377
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-04-29 00:00:00,505.00023378373
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,561.029411764706
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,545.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,561.029411764706
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,545.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,545.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-04-29 00:00:00,598.5
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-04-29 00:00:00,545.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-04-29 00:00:00,434.999975961539
West,"Canfor Southern Pine (Deridder, LA)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-04-29 00:00:00,440.019877400162
West,"Canfor Southern Pine (Deridder, LA)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-04-29 00:00:00,440.019877400162
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-29 00:00:00,394.999958554377
Central,"Gloster Forest Products (Gloster, MS)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-04-29 00:00:00,425.0
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-04-30 00:00:00,453.333333333333
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-04-30 00:00:00,330.089425763995
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X10-8 #2 SYP KD-HT,2x10,8,2,2025-04-30 00:00:00,320.970197566693
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-30 00:00:00,385.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-04-30 00:00:00,398.75
East,"Roseburg Forest Products (Weldon, NC)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-04-30 00:00:00,393.697916666667
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-01 00:00:00,505.021717106675
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-01 00:00:00,445.0
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-05-01 00:00:00,484.999975961539
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-05-01 00:00:00,524.999962797619
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-05-01 00:00:00,525.0
West,"West Fraser Mills Ltd. (Mansfield, AR)",4X6-14 #2 SYP,4x6,14,2,2025-05-01 00:00:00,468.928571428571
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-05-01 00:00:00,537.957820118828
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-16 #2 SYP Treated,6x6,16,2,2025-05-01 00:00:00,958.867838541667
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-01 00:00:00,1013.86774739583
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-01 00:00:00,518.867727864583
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-05-01 00:00:00,483.867759114583
Central,"Mission Forest Products, LP (Corinth, MS)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-05-01 00:00:00,355.000042925824
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-01 00:00:00,398.75
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-05-01 00:00:00,564.876894079082
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-05-01 00:00:00,435.0
Central,"Gloster Forest Products (Gloster, MS)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-01 00:00:00,322.826103515625
Central,"Gloster Forest Products (Gloster, MS)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-01 00:00:00,330.015148214532
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-05-02 00:00:00,484.999975961539
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-05-02 00:00:00,505.000480769231
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-02 00:00:00,544.929491307148
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-02 00:00:00,410.010932992665
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-02 00:00:00,394.999958554377
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-02 00:00:00,394.999958554377
East,"Roseburg Forest Products (Weldon, NC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-02 00:00:00,354.150815217391
