region,mill,item_description,dimension,length_ft,grade,date,delivered_cost_per_mbf
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-29 00:00:00,380.000042925824
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-29 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-29 00:00:00,342.005514783863
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-16 #2 Prime SYP KD-HT,2x8,16,2,2025-05-29 00:00:00,325.013785826504
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-29 00:00:00,280.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-29 00:00:00,395.720349801061
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,424.285714285714
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-30 00:00:00,439.999952651515
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-30 00:00:00,439.999952651515
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-30 00:00:00,440.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-30 00:00:00,285.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-02 00:00:00,384.615384615385
East,"Interfor US, Inc (Eatonton, GA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-02 00:00:00,503.069711538462
East,"Interfor US, Inc (Eatonton, GA)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-06-02 00:00:00,318.069543457031
East,"Interfor US, Inc (Eatonton, GA)",2X8-16 #2 SYP KD-HT,2x8,16,2,2025-06-02 00:00:00,353.127094253622
East,"Interfor US, Inc (Eatonton, GA)",2X10-16 #2 SYP KD-HT,2x10,16,2,2025-06-02 00:00:00,478.0696109375
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",2X10-14 #1 SYP KD-HT,2x10,14,1,2025-06-02 00:00:00,400.017857940087
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-18 #2 SYP,4x6,18,2,2025-06-02 00:00:00,468.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-06-02 00:00:00,430.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-06-02 00:00:00,453.118694659241
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-16 #2 SYP KD-HT,2x8,16,2,2025-06-02 00:00:00,300.01331735251
West,"Doman Lumber (Caddo Mills, TX)",2X4-8 #1 SYP INT FIRE RATED,2x4,8,1,2025-06-03 00:00:00,805.240396753832
West,"Doman Lumber (Caddo Mills, TX)",2X4-10 #1 SYP Fire Retardant,2x4,10,1,2025-06-03 00:00:00,730.090695997115
West,"Doman Lumber (Caddo Mills, TX)",2X4-12 #1 SYP Interior Fire Rated,2x4,12,1,2025-06-03 00:00:00,739.99859775641
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-06-03 00:00:00,512.141947428385
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-03 00:00:00,459.999981505102
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-14 #2 SYP,4x6,14,2,2025-06-03 00:00:00,450.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-03 00:00:00,497.836229434302
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-06-03 00:00:00,537.933104940498
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-03 00:00:00,438.095238095238
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-06-04 00:00:00,414.392788151964
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-04 00:00:00,400.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-04 00:00:00,400.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-04 00:00:00,400.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-04 00:00:00,400.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-18 #2 SYP,4x6,18,2,2025-06-04 00:00:00,450.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-06-04 00:00:00,420.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-06-04 00:00:00,250.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-16 #2 SYP KD-HT,2x8,16,2,2025-06-04 00:00:00,287.511698880977
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-06-04 00:00:00,285.0
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-05 00:00:00,346.056699869293
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-05 00:00:00,346.056699869293
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-06-05 00:00:00,346.154275412088
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-06-05 00:00:00,346.154275412088
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-06-05 00:00:00,346.154275412088
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-06-05 00:00:00,346.154275412088
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-05 00:00:00,346.056699869293
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-14 #2 SYP,4x6,14,2,2025-06-05 00:00:00,425.274725274725
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-14 #2 SYP KD-HT,4x4,14,2,2025-06-06 00:00:00,424.955402696793
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-06-06 00:00:00,454.241071428571
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-06 00:00:00,325.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-06 00:00:00,325.0
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-06-10 00:00:00,352.209821428571
East,"Interfor US, Inc (Preston, GA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-06-10 00:00:00,332.524305555556
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-16 #2 SYP KD-HT,4x4,16,2,2025-06-10 00:00:00,475.022089940938
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-14 #1 SYP HT,4x6,14,1,2025-06-10 00:00:00,435.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,374.583316454475
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,435.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,422.916618441358
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,398.750024594907
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,398.750024594907
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-12 #2 SYP HT,4x6,12,2,2025-06-10 00:00:00,398.750024594907
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-06-10 00:00:00,250.0
East,"Canfor Southern Pine (Moultrie, GA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-06-10 00:00:00,318.224431818182
East,"Canfor Southern Pine (Moultrie, GA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-06-10 00:00:00,318.224431818182
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-10 00:00:00,514.909264494981
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-06-11 00:00:00,365.00002189217
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-06-11 00:00:00,435.529122129212
West,"Potlatch Land & Lumber, LLC (Waldo, AR)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-06-12 00:00:00,417.209864354396
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-12 00:00:00,325.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-12 00:00:00,325.0
Central,"Gloster Forest Products (Gloster, MS)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-12 00:00:00,464.478499954927
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-13 00:00:00,325.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-13 00:00:00,325.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-13 00:00:00,262.29294650952
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-13 00:00:00,262.29294650952
West,"Potlatch Land & Lumber, LLC (Waldo, AR)",2X10-14 #2 SYP KD-HT,2x10,14,2,2025-06-16 00:00:00,350.093892311814
West,"Potlatch Land & Lumber, LLC (Waldo, AR)",2X10-16 #2 SYP KD-HT,2x10,16,2,2025-06-16 00:00:00,349.952990022099
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-16 00:00:00,285.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-16 00:00:00,285.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-06-16 00:00:00,370.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-16 00:00:00,285.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-06-16 00:00:00,370.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-16 00:00:00,285.0
East,"Charles Ingram (Effingham, SC)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-06-16 00:00:00,525.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-16 00:00:00,414.285714285714
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-16 00:00:00,414.285714285714
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-16 00:00:00,414.285714285714
East,"Canfor Southern Pine (Estill, SC)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-06-16 00:00:00,328.263905815972
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-16 00:00:00,322.96978021978
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-16 00:00:00,323.005317473475
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-16 00:00:00,322.96978021978
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-16 00:00:00,322.96978021978
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-16 00:00:00,323.005317473475
Central,"Mid South Lumber, Inc (Meridian, MS)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-06-17 00:00:00,380.03275380983
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-06-17 00:00:00,512.499402669271
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-06-17 00:00:00,450.540340164673
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #1 SYP KD-HT,2x4,16,1,2025-06-17 00:00:00,513.311128639683
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #1 SYP KD-HT,2x4,10,1,2025-06-17 00:00:00,375.460187502651
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-06-17 00:00:00,392.202257188349
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-18 00:00:00,432.000052083333
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-18 00:00:00,432.000052083333
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-18 00:00:00,456.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-18 00:00:00,504.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-18 00:00:00,456.0
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-14 #2 SYP Treated,6x6,14,2,2025-06-18 00:00:00,788.579555431548
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-16 #2 SYP Treated,6x6,16,2,2025-06-18 00:00:00,893.579596354167
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-06-18 00:00:00,463.579578125
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-06-18 00:00:00,398.579554036458
West,"Canfor Southern Pine (Strong, AR)",2X10-8 #2 SYP KD-HT,2x10,8,2,2025-06-19 00:00:00,347.783383186749
West,"Eastex Forest Products (Houston, TX)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-06-19 00:00:00,650.250096190843
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-19 00:00:00,515.902479000205
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-06-23 00:00:00,320.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-23 00:00:00,270.004242141433
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-23 00:00:00,270.00441182709
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-23 00:00:00,300.076443388623
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-24 00:00:00,480.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-24 00:00:00,456.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-06-24 00:00:00,456.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-24 00:00:00,270.004242141433
West,"Canfor Southern Pine (Strong, AR)",2X12-20 #2 SYP KD-HT,2x12,20,2,2025-06-25 00:00:00,410.0
West,"Canfor Southern Pine (Strong, AR)",2X12-20 #2 SYP KD-HT,2x12,20,2,2025-06-25 00:00:00,410.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-06-25 00:00:00,385.357142857143
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-06-25 00:00:00,415.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-06-25 00:00:00,415.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-25 00:00:00,395.065027658267
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-25 00:00:00,395.065027658267
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-26 00:00:00,405.0
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-06-26 00:00:00,405.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-14 #2 SYP,4x6,14,2,2025-06-26 00:00:00,400.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-14 #2 SYP,4x6,14,2,2025-06-26 00:00:00,400.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-26 00:00:00,439.999981770833
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-26 00:00:00,440.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-26 00:00:00,414.285714285714
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-06-26 00:00:00,440.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-16 #2 SYP,4x6,16,2,2025-06-26 00:00:00,440.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-06-27 00:00:00,270.004242141433
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-14 #2 SYP Treated,6x6,14,2,2025-06-27 00:00:00,778.355167410714
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-16 #2 SYP Treated,6x6,16,2,2025-06-27 00:00:00,863.3552734375
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-20 #2 SYP Treated,6x6,20,2,2025-06-27 00:00:00,1058.35525520833
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-06-27 00:00:00,483.35525390625
West,"Binderholz Timber, LLC (Lake Charles, LA)",2X4-16 #2BTR SPF KD-HT,2x4,16,2,2025-06-27 00:00:00,646.931689342404
West,"Canfor Southern Pine (Strong, AR)",2X12-20 #2 SYP KD-HT,2x12,20,2,2025-06-30 00:00:00,477.0703125
West,"Canfor Southern Pine (Strong, AR)",2X12-20 #2 SYP KD-HT,2x12,20,2,2025-06-30 00:00:00,477.0703125
West,"Doman Lumber (Caddo Mills, TX)",2X4-10 #1 SYP Fire Retardant,2x4,10,1,2025-06-30 00:00:00,730.0
West,"Doman Lumber (Caddo Mills, TX)",2X4-16 #1 SYP Interior Fire Rated,2x4,16,1,2025-06-30 00:00:00,880.064870407933
Central,"Hood Industries, Inc. (Silver Creek, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-06-30 00:00:00,300.0
Central,"Hood Industries, Inc. (Silver Creek, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-06-30 00:00:00,300.0
Central,"Hood Industries, Inc. (Silver Creek, MS)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-06-30 00:00:00,300.0
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-06-30 00:00:00,309.323715058611
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-30 00:00:00,309.267928236567
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-30 00:00:00,309.230787259615
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-06-30 00:00:00,208.843277091668
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-30 00:00:00,309.254000450755
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-06-30 00:00:00,309.323715058611
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-06-30 00:00:00,309.267928236567
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-06-30 00:00:00,309.230787259615
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-06-30 00:00:00,208.843277091668
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-30 00:00:00,309.254000450755
East,"Charles Ingram (Effingham, SC)",5/4X6-12 #2 NGM SYP KD-HT,4x6,12,2,2025-06-30 00:00:00,290.0
Central,"Interfor US, Inc (Belk, AL)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-06-30 00:00:00,353.168636563965
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-06-30 00:00:00,395.065027658267
West,"Canfor Southern Pine (Strong, AR)",2X12-20 #2 SYP KD-HT,2x12,20,2,2025-07-01 00:00:00,477.0703125
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-01 00:00:00,310.714273265797
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-01 00:00:00,329.957587465121
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #1 SYP KD-HT,2x6,10,1,2025-07-01 00:00:00,380.65971875
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-12 #1 SYP KD-HT,2x6,12,1,2025-07-01 00:00:00,430.659722222222
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-07-01 00:00:00,425.659737723214
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-16 #1 SYP KD-HT,2x6,16,1,2025-07-01 00:00:00,445.659711914063
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-8 #2 SYP Treated,6x6,8,2,2025-07-02 00:00:00,745.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-02 00:00:00,275.007335366356
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-02 00:00:00,284.999982591712
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-02 00:00:00,285.00037400266
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-02 00:00:00,275.007335366356
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-03 00:00:00,364.99964338075
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-03 00:00:00,364.99964338075
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-03 00:00:00,364.99964338075
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-03 00:00:00,341.545557617187
West,"Georgia-Pacific Corp. (Diboll, TX)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-07-03 00:00:00,331.545428240741
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-8 #2 SYP,4x4,8,2,2025-07-03 00:00:00,375.016902551158
West,"West Fraser Mills Ltd. (Henderson, TX)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-03 00:00:00,350.015024683408
