mill,product,total_index_relative_margin,avg_index_relative_margin,n
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 12ft,-5.0,-1.25,4
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 14ft,-4.999991071429008,-1.249997767857252,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 12ft,0.0,0.0,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | <NA>ft,0.0,,4
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 6ft,0.0,,2
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | <NA>ft,0.0,,183
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 10ft,0.0,,47
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 12ft,0.0,,10
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 14ft,0.0,,1
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 16ft,0.0,,2
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 18ft,0.0,,4
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 20ft,0.0,,16
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #3 | 8ft,0.0,,29
"Weyerhaeuser NR Company (Dodson, LA)",2x4 | #4 | <NA>ft,0.0,,5
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | 6ft,0.0,,2
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #4 | <NA>ft,0.0,,9
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 8ft,2.7573486328129775,2.7573486328129775,1
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #4 | 16ft,3.004828559027999,3.004828559027999,1
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 14ft,3.3216831619729703,0.8304207904932426,4
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 12ft,5.0,2.5,2
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #4 | 8ft,5.0,2.5,2
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 8ft,5.1593252108720264,2.5796626054360132,2
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 10ft,8.556960990248001,2.852320330082667,3
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 16ft,13.641459601065009,1.948779943009287,7
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 8ft,20.260661132813027,10.130330566406514,2
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 20ft,30.0,10.0,3
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #3 | 8ft,33.19549718574103,11.065165728580345,3
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 8ft,36.65917708333302,3.665917708333302,10
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 18ft,40.0,13.333333333333334,3
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 12ft,40.3125,20.15625,2
"Weyerhaeuser NR Company (Dodson, LA)",2x10 | #4 | 16ft,54.95759244245801,18.319197480819337,3
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 20ft,61.0,20.333333333333332,3
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 14ft,83.34376953124996,10.417971191406245,8
"Weyerhaeuser NR Company (Dodson, LA)",2x8 | #3 | 18ft,85.99997439236097,21.499993598090242,4
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 16ft,115.29815873579398,9.608179894649497,12
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 10ft,116.703125,23.340625,5
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 10ft,126.35589843749997,31.588974609374993,4
"Weyerhaeuser NR Company (Dodson, LA)",2x6 | #3 | 8ft,174.868036684783,34.9736073369566,5
"Weyerhaeuser NR Company (Dodson, LA)",2x12 | #3 | 12ft,396.8120431857641,39.681204318576405,10
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #3 | 10ft,0.0,,16
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #3 | 12ft,0.0,,57
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 7ft,0.0,,1
"Weyerhaeuser NR Company (Holden, LA)",4x4 | #3 | 8ft,0.0,,16
"Weyerhaeuser NR Company (Holden, LA)",4x4 | #4 | 8ft,0.0,,2
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 10ft,18.295020316148054,0.5227148661756587,35
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 8ft,580.116788463586,18.12864963948706,32
"Weyerhaeuser NR Company (Holden, LA)",2x4 | #4 | 12ft,650.186985268004,18.576771007657257,35
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 10ft,-607.543856993481,-43.39598978524864,14
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 14ft,-557.4338318718119,-42.879525528600915,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 16ft,-358.5291500508039,-18.869955265831784,19
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 12ft,-275.80025502232104,-17.237515938895065,16
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 12ft,-234.82858170572894,-26.092064633969883,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 8ft,-209.77655194382396,-23.308505771535994,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 8ft,-161.06716892346796,-10.73781126156453,15
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 14ft,-136.025412944568,-12.365946631324363,11
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 10ft,-130.97286225749102,-16.371607782186377,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 16ft,-121.719847980878,-15.21498099760975,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 16ft,-105.83869027000802,-13.229836283751002,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 16ft,-91.45336351799199,-30.48445450599733,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 14ft,-90.45311858258901,-45.22655929129451,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 10ft,-90.452597265625,-45.2262986328125,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 8ft,-70.45327473958298,-23.484424913194328,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 14ft,-58.94696449645497,-7.368370562056871,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 8ft,-58.80751507464606,-7.350939384330758,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 10ft,-48.59849960642697,-8.099749934404494,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #4 | 12ft,-45.21542968749998,-45.21542968749998,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 16ft,-30.0,-7.5,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 12ft,-29.999986328124976,-7.499996582031244,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 14ft,-25.0,-8.333333333333334,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 18ft,-15.000030044367008,-3.750007511091752,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 16ft,-5.631365094867078,-0.9385608491445131,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 8ft,-5.0,-5.0,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | 6ft,0.0,,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #4 | <NA>ft,0.0,,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 6ft,0.0,,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | <NA>ft,0.0,,7
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 10ft,0.0,,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 14ft,0.0,,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 16ft,0.0,,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #3 | 8ft,0.0,,36
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | <NA>ft,0.0,,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | 6ft,0.0,,2
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #4 | <NA>ft,0.0,,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 10ft,4.614799733502025,0.7691332889170042,6
"Weyerhaeuser NR Company (Magnolia, MS)",2x4 | #4 | 12ft,27.92451292067298,3.4905641150841227,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #4 | 10ft,40.0,13.333333333333334,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 14ft,49.36866443452402,16.456221478174673,3
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 20ft,51.000020833333,51.000020833333,1
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 20ft,54.999957868303,10.9999915736606,5
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 16ft,113.52661722955602,8.732816709965848,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 10ft,120.92411740451399,30.231029351128498,4
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 14ft,163.11111328124997,18.12345703125,9
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 12ft,164.90714418290307,3.9263605757834066,42
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 8ft,174.6035694444431,7.591459541062744,23
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 14ft,181.74744528879802,15.145620440733168,12
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 10ft,183.111129743304,22.888891217913,8
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 14ft,183.52182756696496,4.960049393701755,37
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 10ft,235.68641103778,9.4274564415112,25
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 18ft,262.0,26.2,10
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 12ft,302.493455674913,30.249345567491297,10
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 12ft,317.571428571429,17.642857142857167,18
"Weyerhaeuser NR Company (Magnolia, MS)",2x10 | #3 | 8ft,332.40930689246795,15.829014613927045,21
"Weyerhaeuser NR Company (Magnolia, MS)",2x8 | #3 | 16ft,370.3713233989081,8.051550508671914,46
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 12ft,403.1111585829,31.008550660223076,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 16ft,435.00003222656096,39.54545747514191,11
"Weyerhaeuser NR Company (Magnolia, MS)",2x12 | #3 | 8ft,552.0009047335981,42.46160805643062,13
"Weyerhaeuser NR Company (Magnolia, MS)",2x6 | #3 | 8ft,637.8033940138059,28.991063364263905,22
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 8ft,-507.5547945799119,-24.169275932376756,21
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 16ft,-408.02810884350606,-17.740352558413306,23
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 8ft,-276.6167854965479,-12.573490249843086,22
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 12ft,-183.40175006696398,-14.107826928227999,13
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 8ft,-116.98962539628698,-10.635420490571544,11
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 12ft,-113.33332031249995,-18.88888671874999,6
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 16ft,-107.22732295138002,-8.935610245948334,12
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 14ft,-101.837844051838,-14.548263435976859,7
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 12ft,-101.34844835069492,-14.478349764384989,7
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 8ft,-96.81611932663697,-10.757346591848552,9
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #4 | 10ft,-92.245499427141,-23.06137485678525,4
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 16ft,-86.34846354166694,-21.587115885416736,4
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 12ft,-84.88851660275503,-10.611064575344379,8
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 16ft,-71.817998046875,-11.969666341145833,6
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #3 | 12ft,-68.04689192708298,-68.04689192708298,1
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 12ft,-66.174238498264,-8.271779812283,8
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 16ft,-48.254637939318,-5.361626437702,9
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 10ft,-42.05980823863507,-6.008544034090725,7
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 14ft,-38.69791666666703,-7.739583333333405,5
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | 10ft,-23.761735369454016,-11.880867684727008,2
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 14ft,-14.999963209501999,-2.4999938682503333,6
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #4 | 10ft,-5.0,-1.25,4
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 20ft,-5.0,-5.0,1
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 10ft,0.0,,4
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 12ft,0.0,,5
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 14ft,0.0,,6
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 16ft,0.0,,10
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #3 | 8ft,0.0,,71
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #4 | <NA>ft,0.0,,4
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 16ft,3.222656204115992e-05,8.05664051028998e-06,4
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #4 | 14ft,1.6872467864189957,0.15338607149263597,11
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 12ft,15.127576562499996,7.563788281249998,2
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 8ft,19.944136812274905,1.4245812008767789,14
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #3 | 12ft,80.000006510417,26.666668836805666,3
"Weyerhaeuser NR Company (Millport, AL)",2x8 | #3 | 8ft,104.33390076568298,4.012842337141653,26
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 14ft,105.0,21.0,5
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 16ft,139.96160061365197,34.99040015341299,4
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 10ft,150.19108281249999,18.773885351562498,8
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 10ft,166.56054190022596,18.506726877802883,9
"Weyerhaeuser NR Company (Millport, AL)",2x4 | #4 | 14ft,179.962923587784,22.495365448473,8
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 12ft,179.999973958334,22.49999674479175,8
"Weyerhaeuser NR Company (Millport, AL)",2x12 | #3 | 8ft,438.43705409542895,23.075634426075208,19
"Weyerhaeuser NR Company (Millport, AL)",2x10 | #3 | 8ft,488.1482996767729,24.407414983838645,20
"Weyerhaeuser NR Company (Millport, AL)",2x6 | #3 | 8ft,1391.891378651495,34.79728446628737,40
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 8ft,-823.5683024031271,-34.315345933463625,24
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 14ft,-819.0702855712279,-34.12792856546783,24
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 8ft,-787.2741075135069,-34.22930902232639,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 12ft,-784.301794188989,-39.21508970944945,20
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 12ft,-782.7873933376729,-43.48818851875961,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 16ft,-702.0885035766341,-43.880531473539634,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 10ft,-615.0228873839509,-34.16793818799727,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 16ft,-603.3717320538731,-35.49245482669841,17
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 8ft,-564.022300577085,-24.522708720742827,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 12ft,-553.891435961826,-30.771746442323668,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | 14ft,-546.6300470610101,-39.045003361500726,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 16ft,-542.4667113567309,-33.90416945979568,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | 10ft,-430.3745944314809,-26.898412151967555,16
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 8ft,-402.17303032769206,-44.68589225863245,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 14ft,-397.2970880537181,-36.117917095792556,11
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 16ft,-295.45806753693205,-19.697204502462135,15
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 10ft,-232.29126628543503,-11.061488870735001,21
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 12ft,-188.70214688739998,-62.90071562913332,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 14ft,-142.58385044642802,-71.29192522321401,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | 10ft,-137.05340407322296,-22.84223401220383,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 8ft,-133.17810197139903,-7.83400599831759,17
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 14ft,-128.80813267325712,-6.779375403855638,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 16ft,-81.99147727272702,-40.99573863636351,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 12ft,-50.508981770833,-5.612109085648111,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | 10ft,-46.00035286458302,-46.00035286458302,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 10ft,-18.380923342333972,-6.126974447444657,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 12ft,-9.146048318978842,-0.29503381674125295,31
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 14ft,-0.009078958212995758,-0.009078958212995758,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #4 | <NA>ft,0.0,,3
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #4 | <NA>ft,0.0,,28
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 10ft,0.0,,7
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 12ft,0.0,,4
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 14ft,0.0,,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 16ft,0.0,,5
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 18ft,0.0,,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #3 | 8ft,0.0,,113
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | <NA>ft,0.0,,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #4 | <NA>ft,0.0,,1
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #4 | <NA>ft,0.0,,11
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 16ft,3.3331152343749864,1.6665576171874932,2
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 16ft,52.7182275374561,3.7655876812468643,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x4 | #4 | 12ft,66.84678765181695,2.9063820718181286,23
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 16ft,72.397202148438,14.4794404296876,5
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 16ft,73.27093385817196,7.327093385817196,10
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 14ft,94.11583891369094,5.228657717427274,18
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 10ft,149.79406644600795,6.80882120209127,22
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 10ft,157.67407996031696,26.279013326719493,6
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 14ft,167.67421875000002,20.959277343750003,8
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 10ft,182.48559728161501,9.604505120085001,19
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 12ft,201.222317165799,15.478639781984539,13
"Weyerhaeuser NR Company (Philadelphia, MS)",2x8 | #3 | 8ft,237.94439081040903,5.6653426383430725,42
"Weyerhaeuser NR Company (Philadelphia, MS)",2x10 | #3 | 8ft,331.24141074992605,22.082760716661735,15
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 8ft,340.85399111515596,24.34671365108257,14
"Weyerhaeuser NR Company (Philadelphia, MS)",2x12 | #3 | 12ft,451.3943775844381,50.154930842715345,9
"Weyerhaeuser NR Company (Philadelphia, MS)",2x6 | #3 | 8ft,1013.903364682041,24.140556301953357,42
"WoodPerfect (Albertville, AL)",2x4 | #3 | 10ft,0.0,,1
"WoodPerfect (Albertville, AL)",2x8 | #4 | 8ft,55.0,55.0,1
"WoodPerfect (Boaz, AL)",2x4 | #4 | 8ft,9.991262446220048,4.995631223110024,2
"WoodPerfect (Boaz, AL)",2x6 | #4 | 8ft,40.0,40.0,1
"WoodPerfect (Boaz, AL)",2x8 | #4 | 8ft,45.0,15.0,3
