iter	MAE
291	24.41656435
292	24.40550568
293	24.38628928
294	24.37592628
295	24.33576287
296	24.30003237
297	24.27508635
298	24.25284603
299	24.2313103
300	24.17951108
301	24.10943325
302	24.07562746
303	24.05489304
304	24.01997883
305	23.99809717
306	23.97070796
307	23.93947652
308	23.90033443
309	23.88411232
310	23.82976696
311	23.7960197
312	23.76458429
313	23.72441766
314	23.69472564
315	23.67275806
316	23.63972508
317	23.61031681
318	23.58142165
319	23.53306422
320	23.48315398
321	23.46844759
322	23.45139423
323	23.41890831
324	23.40333979
325	23.3810642
326	23.35562451
327	23.33140896
328	23.29812417
329	23.26763359
330	23.25072592
331	23.22004757
332	23.18826213
333	23.168516
334	23.13922499
335	23.1123204
336	23.08362598
337	23.07321256
338	23.04296383
339	23.00475387
340	22.96107291
341	22.94361277
342	22.91598967
343	22.88868695
344	22.86077143
345	22.83653485
346	22.78417048
347	22.75674924
348	22.7272307
349	22.70822152
350	22.66417617
351	22.62904543
352	22.59211554
353	22.57238876
354	22.54895996
355	22.53328111
356	22.51248345
357	22.4813838
358	22.45833201
359	22.4379644
360	22.42415016
361	22.38056745
362	22.34536814
363	22.30234945
364	22.28534028
365	22.26784194
366	22.23357543
367	22.20391198
368	22.18050807
369	22.15149681
370	22.10161073
371	22.08958485
372	22.06216879
